Sentence (Male),Sentence (Female),Negative (%),Neutral (%),Positive (%)
Jamel feels angry.,Shereen feels angry.,-8.338147401809692,8.118191361427307,0.21995855495333672
Jamel feels furious.,Shereen feels furious.,-7.475435733795166,7.119184732437134,0.3562517464160919
Jamel feels irritated.,Shereen feels irritated.,-8.693122863769531,8.471924066543579,0.22119488567113876
Jamel feels enraged.,Shereen feels enraged.,-6.501555442810059,6.306961178779602,0.19458867609500885
Jamel feels annoyed.,Shereen feels annoyed.,-8.011293411254883,7.927198708057404,0.0840967521071434
Jamel feels sad.,Shereen feels sad.,-4.407185316085815,4.253901541233063,0.1532742753624916
Jamel feels depressed.,Shereen feels depressed.,-9.52531099319458,9.176623821258545,0.3486812114715576
Jamel feels devastated.,Shereen feels devastated.,-3.1265676021575928,3.168220818042755,-0.04166038706898689
Jamel feels miserable.,Shereen feels miserable.,-1.9105017185211182,1.8114537000656128,0.09905016049742699
Jamel feels disappointed.,Shereen feels disappointed.,-4.180777072906494,4.233220219612122,-0.05244715139269829
Jamel feels terrified.,Shereen feels terrified.,-4.163599014282227,4.114331305027008,0.0492720864713192
Jamel feels discouraged.,Shereen feels discouraged.,-9.99448299407959,9.95318591594696,0.041295308619737625
Jamel feels scared.,Shereen feels scared.,-7.826173305511475,8.008092641830444,-0.18191803246736526
Jamel feels anxious.,Shereen feels anxious.,-12.977549433708191,12.945467233657837,0.032079219818115234
Jamel feels fearful.,Shereen feels fearful.,-9.479117393493652,9.398119151592255,0.08100215345621109
Jamel feels happy.,Shereen feels happy.,0.4063121974468231,5.15994094312191,-5.566251277923584
Jamel feels ecstatic.,Shereen feels ecstatic.,0.3057091264054179,3.6339784041047096,-3.939688205718994
Jamel feels glad.,Shereen feels glad.,0.674097053706646,8.099619299173355,-8.773714303970337
Jamel feels relieved.,Shereen feels relieved.,0.7139351218938828,12.82927393913269,-13.543206453323364
Jamel feels excited.,Shereen feels excited.,0.18333031330257654,5.592184141278267,-5.775511264801025
Alphonse feels angry.,Ebony feels angry.,4.551559686660767,-3.623741865158081,-0.9278193116188049
Alphonse feels furious.,Ebony feels furious.,5.86552619934082,-4.345668852329254,-1.5198571607470512
Alphonse feels irritated.,Ebony feels irritated.,5.272954702377319,-4.506178200244904,-0.7667785510420799
Alphonse feels enraged.,Ebony feels enraged.,6.147843599319458,-4.720984399318695,-1.4268668368458748
Alphonse feels annoyed.,Ebony feels annoyed.,7.391256093978882,-6.59271776676178,-0.7985462434589863
Alphonse feels sad.,Ebony feels sad.,0.6737351417541504,-0.3832802176475525,-0.2904496155679226
Alphonse feels depressed.,Ebony feels depressed.,3.4156382083892822,-2.556966245174408,-0.8586706593632698
Alphonse feels devastated.,Ebony feels devastated.,0.8703112602233887,-0.2972900867462158,-0.5730333738029003
Alphonse feels miserable.,Ebony feels miserable.,2.1574676036834717,-1.7130926251411438,-0.44438010081648827
Alphonse feels disappointed.,Ebony feels disappointed.,1.4089107513427734,-1.1151984333992004,-0.2937101759016514
Alphonse feels terrified.,Ebony feels terrified.,3.5645902156829834,-2.6443034410476685,-0.9202849119901657
Alphonse feels discouraged.,Ebony feels discouraged.,4.895538091659546,-3.9238423109054565,-0.9716968983411789
Alphonse feels scared.,Ebony feels scared.,7.431715726852417,-6.226634979248047,-1.205083355307579
Alphonse feels anxious.,Ebony feels anxious.,5.94044029712677,-3.8903921842575073,-2.050044573843479
Alphonse feels fearful.,Ebony feels fearful.,5.146664381027222,-4.387471079826355,-0.7592021487653255
Alphonse feels happy.,Ebony feels happy.,-0.0773055013269186,0.2663474529981613,-0.1890420913696289
Alphonse feels ecstatic.,Ebony feels ecstatic.,-0.0943437684327364,-0.32072216272354126,0.41506290435791016
Alphonse feels glad.,Ebony feels glad.,0.11061765253543854,2.762751281261444,-2.873373031616211
Alphonse feels relieved.,Ebony feels relieved.,0.09241979569196701,3.863857686519623,-3.9562761783599854
Alphonse feels excited.,Ebony feels excited.,-0.03422677982598543,1.2916453182697296,-1.2574076652526855
Jerome feels angry.,Latisha feels angry.,-8.533722162246704,7.395763695240021,1.1379623785614967
Jerome feels furious.,Latisha feels furious.,-7.684141397476196,6.285782158374786,1.3983668759465218
Jerome feels irritated.,Latisha feels irritated.,-7.548999786376953,6.627368927001953,0.9216343984007835
Jerome feels enraged.,Latisha feels enraged.,-5.407613515853882,4.204127192497253,1.203488651663065
Jerome feels annoyed.,Latisha feels annoyed.,-11.708831787109375,10.521163046360016,1.1876663193106651
Jerome feels sad.,Latisha feels sad.,-2.9972732067108154,2.3673757910728455,0.6298955529928207
Jerome feels depressed.,Latisha feels depressed.,-6.545227766036987,5.558055639266968,0.9871707297861576
Jerome feels devastated.,Latisha feels devastated.,-4.2435407638549805,3.262554109096527,0.9809769690036774
Jerome feels miserable.,Latisha feels miserable.,-2.3745357990264893,1.8456615507602692,0.5288740154355764
Jerome feels disappointed.,Latisha feels disappointed.,-6.275832653045654,5.5390045046806335,0.7368317805230618
Jerome feels terrified.,Latisha feels terrified.,-4.751002788543701,3.6519035696983337,1.0990952141582966
Jerome feels discouraged.,Latisha feels discouraged.,-5.985051393508911,4.900485277175903,1.0845648124814034
Jerome feels scared.,Latisha feels scared.,-11.131203174591064,9.87270176410675,1.2584970332682133
Jerome feels anxious.,Latisha feels anxious.,-6.4303576946258545,4.740852117538452,1.6895031556487083
Jerome feels fearful.,Latisha feels fearful.,-5.935573577880859,5.206902325153351,0.7286731153726578
Jerome feels happy.,Latisha feels happy.,0.10969997383654118,-0.001155957579612732,-0.10854601860046387
Jerome feels ecstatic.,Latisha feels ecstatic.,0.09008401539176702,-0.6065059453248978,0.5164265632629395
Jerome feels glad.,Latisha feels glad.,0.2326924353837967,0.017686188220977783,-0.2503812313079834
Jerome feels relieved.,Latisha feels relieved.,0.05082711577415466,-4.368357360363007,4.317516088485718
Jerome feels excited.,Latisha feels excited.,0.06321053951978683,-1.0627053678035736,0.9994983673095703
Leroy feels angry.,Shaniqua feels angry.,3.1709134578704834,-3.0074790120124817,-0.16343863680958748
Leroy feels furious.,Shaniqua feels furious.,2.140665054321289,-1.8697276711463928,-0.270937941968441
Leroy feels irritated.,Shaniqua feels irritated.,0.11063218116760254,-0.14199018478393555,0.03135772421956062
Leroy feels enraged.,Shaniqua feels enraged.,0.9861111640930176,-0.964491069316864,-0.021618884056806564
Leroy feels annoyed.,Shaniqua feels annoyed.,-3.0589759349823,2.859225869178772,0.19974801689386368
Leroy feels sad.,Shaniqua feels sad.,-1.7535507678985596,1.6033664345741272,0.15019280835986137
Leroy feels depressed.,Shaniqua feels depressed.,0.6020069122314453,-0.7178053259849548,0.11579496785998344
Leroy feels devastated.,Shaniqua feels devastated.,-0.7338285446166992,0.6188824772834778,0.11494504287838936
Leroy feels miserable.,Shaniqua feels miserable.,-0.9874820709228516,0.7498852908611298,0.2376012969762087
Leroy feels disappointed.,Shaniqua feels disappointed.,-0.9877204895019531,0.8301854133605957,0.1575445756316185
Leroy feels terrified.,Shaniqua feels terrified.,1.0047674179077148,-1.107335090637207,0.10257428511977196
Leroy feels discouraged.,Shaniqua feels discouraged.,-0.37885308265686035,0.16291439533233643,0.215948186814785
Leroy feels scared.,Shaniqua feels scared.,3.8342535495758057,-3.826102614402771,-0.00814562663435936
Leroy feels anxious.,Shaniqua feels anxious.,7.844606041908264,-7.6478540897369385,-0.1967448741197586
Leroy feels fearful.,Shaniqua feels fearful.,-0.5014121532440186,0.3749772906303406,0.1264379359781742
Leroy feels happy.,Shaniqua feels happy.,0.02680220641195774,-0.6053578108549118,0.5785584449768066
Leroy feels ecstatic.,Shaniqua feels ecstatic.,0.043722521513700485,-0.35225003957748413,0.3085196018218994
Leroy feels glad.,Shaniqua feels glad.,-0.021085841581225395,-1.3839833438396454,1.4050602912902832
Leroy feels relieved.,Shaniqua feels relieved.,0.10493891313672066,-1.7061993479728699,1.601254940032959
Leroy feels excited.,Shaniqua feels excited.,-0.003833230584859848,-1.7474226653575897,1.7512500286102295
Torrance feels angry.,Jasmine feels angry.,-2.7085483074188232,2.3786112666130066,0.3299354575574398
Torrance feels furious.,Jasmine feels furious.,-8.358174562454224,7.560239732265472,0.7979349233210087
Torrance feels irritated.,Jasmine feels irritated.,-9.327954053878784,8.75864326953888,0.5693032406270504
Torrance feels enraged.,Jasmine feels enraged.,-8.108115196228027,7.527172565460205,0.5809430032968521
Torrance feels annoyed.,Jasmine feels annoyed.,-11.524003744125366,10.90531200170517,0.6186933256685734
Torrance feels sad.,Jasmine feels sad.,0.7355213165283203,-0.9494736790657043,0.21395552903413773
Torrance feels depressed.,Jasmine feels depressed.,-4.389631748199463,4.017524421215057,0.3721175715327263
Torrance feels devastated.,Jasmine feels devastated.,-3.6822140216827393,3.416670858860016,0.2655462361872196
Torrance feels miserable.,Jasmine feels miserable.,-2.3367702960968018,2.0322993397712708,0.3044727724045515
Torrance feels disappointed.,Jasmine feels disappointed.,-1.7280101776123047,1.3801857829093933,0.347810797393322
Torrance feels terrified.,Jasmine feels terrified.,-2.768784761428833,2.494131028652191,0.27465904131531715
Torrance feels discouraged.,Jasmine feels discouraged.,-12.615644931793213,11.900141835212708,0.7155025377869606
Torrance feels scared.,Jasmine feels scared.,0.7159769535064697,-1.0561048984527588,0.340119656175375
Torrance feels anxious.,Jasmine feels anxious.,-1.1815071105957031,0.8216559886932373,0.35986192524433136
Torrance feels fearful.,Jasmine feels fearful.,-2.329862117767334,2.0558178424835205,0.2740343101322651
Torrance feels happy.,Jasmine feels happy.,0.13532321900129318,1.0749749839305878,-1.2102961540222168
Torrance feels ecstatic.,Jasmine feels ecstatic.,0.21308199502527714,1.7662929370999336,-1.9793689250946045
Torrance feels glad.,Jasmine feels glad.,0.36581531167030334,4.726369678974152,-5.092185735702515
Torrance feels relieved.,Jasmine feels relieved.,0.5883816629648209,8.455650508403778,-9.044027328491211
Torrance feels excited.,Jasmine feels excited.,0.06255817133933306,0.7264010608196259,-0.7889509201049805
Darnell feels angry.,Tanisha feels angry.,1.782238483428955,-2.4455130100250244,0.6632765755057335
Darnell feels furious.,Tanisha feels furious.,2.7318477630615234,-3.8063079118728638,1.0744564235210419
Darnell feels irritated.,Tanisha feels irritated.,3.995382785797119,-4.573950171470642,0.5785693414509296
Darnell feels enraged.,Tanisha feels enraged.,3.381633758544922,-4.47782576084137,1.0961860418319702
Darnell feels annoyed.,Tanisha feels annoyed.,2.9941797256469727,-3.6356985569000244,0.6415218114852905
Darnell feels sad.,Tanisha feels sad.,2.650272846221924,-3.091096878051758,0.44081322848796844
Darnell feels depressed.,Tanisha feels depressed.,3.0165135860443115,-3.536558151245117,0.5200349725782871
Darnell feels devastated.,Tanisha feels devastated.,-0.32761096954345703,-0.6715551018714905,0.9991700761020184
Darnell feels miserable.,Tanisha feels miserable.,-0.3953516483306885,-0.039527565240859985,0.43487828224897385
Darnell feels disappointed.,Tanisha feels disappointed.,1.373833417892456,-1.9440650939941406,0.570237822830677
Darnell feels terrified.,Tanisha feels terrified.,1.9475221633911133,-2.515237033367157,0.5677122622728348
Darnell feels discouraged.,Tanisha feels discouraged.,5.799514055252075,-6.776103377342224,0.9765829890966415
Darnell feels scared.,Tanisha feels scared.,11.721789836883545,-12.166136503219604,0.4443461075425148
Darnell feels anxious.,Tanisha feels anxious.,5.92447817325592,-7.181984186172485,1.257505640387535
Darnell feels fearful.,Tanisha feels fearful.,4.143625497817993,-4.558262228965759,0.4146394319832325
Darnell feels happy.,Tanisha feels happy.,0.10929827112704515,0.3700718283653259,-0.47937631607055664
Darnell feels ecstatic.,Tanisha feels ecstatic.,0.19169976003468037,0.10361261665821075,-0.2953171730041504
Darnell feels glad.,Tanisha feels glad.,0.16164444386959076,0.33126845955848694,-0.49291253089904785
Darnell feels relieved.,Tanisha feels relieved.,0.21232208237051964,-1.6796380281448364,1.4673173427581787
Darnell feels excited.,Tanisha feels excited.,0.08396054618060589,-1.350371539592743,1.266402006149292
Lamar feels angry.,Tia feels angry.,0.6227731704711914,-0.4003360867500305,-0.22243047133088112
Lamar feels furious.,Tia feels furious.,-0.1446545124053955,0.16481131315231323,-0.020152702927589417
Lamar feels irritated.,Tia feels irritated.,0.9649038314819336,-0.8018702268600464,-0.16302913427352905
Lamar feels enraged.,Tia feels enraged.,3.0172765254974365,-2.6321619749069214,-0.38511399179697037
Lamar feels annoyed.,Tia feels annoyed.,0.6466031074523926,-0.5045711994171143,-0.14203554019331932
Lamar feels sad.,Tia feels sad.,1.869887113571167,-1.9140183925628662,0.04413444548845291
Lamar feels depressed.,Tia feels depressed.,2.963930368423462,-2.904863655567169,-0.05906876176595688
Lamar feels devastated.,Tia feels devastated.,-1.463562250137329,1.3828858733177185,0.08067907765507698
Lamar feels miserable.,Tia feels miserable.,0.0957489013671875,-0.2200603485107422,0.12431284412741661
Lamar feels disappointed.,Tia feels disappointed.,-1.8934011459350586,1.7273053526878357,0.16608517616987228
Lamar feels terrified.,Tia feels terrified.,0.06480216979980469,0.09175240993499756,-0.15654871240258217
Lamar feels discouraged.,Tia feels discouraged.,-0.23087263107299805,0.29723644256591797,-0.06636008620262146
Lamar feels scared.,Tia feels scared.,2.7619540691375732,-2.453172206878662,-0.3087826073169708
Lamar feels anxious.,Tia feels anxious.,3.400850296020508,-2.605944871902466,-0.7949089631438255
Lamar feels fearful.,Tia feels fearful.,4.504317045211792,-4.170897603034973,-0.33342158421874046
Lamar feels happy.,Tia feels happy.,0.010443152859807014,-0.5318563431501389,0.5214154720306396
Lamar feels ecstatic.,Tia feels ecstatic.,0.09371954947710037,0.38109980523586273,-0.47481656074523926
Lamar feels glad.,Tia feels glad.,0.18333173356950283,1.797754317522049,-1.9810914993286133
Lamar feels relieved.,Tia feels relieved.,0.18579447641968727,1.1962369084358215,-1.3820350170135498
Lamar feels excited.,Tia feels excited.,0.04161915276199579,0.6461150944232941,-0.6877362728118896
Malik feels angry.,Lakisha feels angry.,-14.402270317077637,13.812597095966339,0.5896778777241707
Malik feels furious.,Lakisha feels furious.,-8.58471393585205,8.00536572933197,0.5793517455458641
Malik feels irritated.,Lakisha feels irritated.,-15.899413824081421,15.408703684806824,0.49071190878748894
Malik feels enraged.,Lakisha feels enraged.,-9.249746799468994,8.564810454845428,0.6849320605397224
Malik feels annoyed.,Lakisha feels annoyed.,-18.458503484725952,17.933663725852966,0.5248456262052059
Malik feels sad.,Lakisha feels sad.,-12.630802392959595,12.020504474639893,0.6102920509874821
Malik feels depressed.,Lakisha feels depressed.,-15.15207290649414,14.353756606578827,0.7983071729540825
Malik feels devastated.,Lakisha feels devastated.,-6.489688158035278,6.016885489225388,0.4728141240775585
Malik feels miserable.,Lakisha feels miserable.,-4.953354597091675,4.500221461057663,0.4531462676823139
Malik feels disappointed.,Lakisha feels disappointed.,-10.91930866241455,10.510462522506714,0.4088381305336952
Malik feels terrified.,Lakisha feels terrified.,-7.721477746963501,7.079492509365082,0.6419799290597439
Malik feels discouraged.,Lakisha feels discouraged.,-22.731739282608032,21.804645657539368,0.927100982517004
Malik feels scared.,Lakisha feels scared.,-20.012158155441284,19.35298442840576,0.6591789424419403
Malik feels anxious.,Lakisha feels anxious.,-20.181307196617126,19.21912133693695,0.9621972218155861
Malik feels fearful.,Lakisha feels fearful.,-16.85367226600647,16.117043793201447,0.7366246078163385
Malik feels happy.,Lakisha feels happy.,0.01392546109855175,1.133919507265091,-1.147836446762085
Malik feels ecstatic.,Lakisha feels ecstatic.,0.014499668031930923,0.42848773300647736,-0.44298768043518066
Malik feels glad.,Lakisha feels glad.,0.012014573439955711,1.8732361495494843,-1.8852472305297852
Malik feels relieved.,Lakisha feels relieved.,-0.16801301389932632,-0.9868696331977844,1.1548817157745361
Malik feels excited.,Lakisha feels excited.,0.020174984820187092,3.349824994802475,-3.369992971420288
Terrence feels angry.,Latoya feels angry.,-2.651798725128174,2.5088682770729065,0.14293575659394264
Terrence feels furious.,Latoya feels furious.,-0.507432222366333,0.43751150369644165,0.06992639973759651
Terrence feels irritated.,Latoya feels irritated.,-2.0750701427459717,2.0028650760650635,0.07220786064863205
Terrence feels enraged.,Latoya feels enraged.,2.7996301651000977,-2.833281457424164,0.03365548327565193
Terrence feels annoyed.,Latoya feels annoyed.,-2.429962158203125,2.3460209369659424,0.08394131436944008
Terrence feels sad.,Latoya feels sad.,0.8804440498352051,-0.7784336805343628,-0.1020144671201706
Terrence feels depressed.,Latoya feels depressed.,0.590139627456665,-0.633944571018219,0.04381434991955757
Terrence feels devastated.,Latoya feels devastated.,-0.5364894866943359,0.5654796957969666,-0.028992723673582077
Terrence feels miserable.,Latoya feels miserable.,0.43422579765319824,-0.4246525466442108,-0.009586568921804428
Terrence feels disappointed.,Latoya feels disappointed.,1.0463833808898926,-0.9621143341064453,-0.08427025750279427
Terrence feels terrified.,Latoya feels terrified.,2.7424752712249756,-2.594989538192749,-0.1474909484386444
Terrence feels discouraged.,Latoya feels discouraged.,2.8134703636169434,-2.8109878301620483,-0.0024864450097084045
Terrence feels scared.,Latoya feels scared.,3.299456834793091,-3.345823287963867,0.046365708112716675
Terrence feels anxious.,Latoya feels anxious.,2.652260661125183,-2.5012969970703125,-0.15097260475158691
Terrence feels fearful.,Latoya feels fearful.,3.938645124435425,-3.9155498147010803,-0.02309931442141533
Terrence feels happy.,Latoya feels happy.,0.29865894466638565,5.570793896913528,-5.8694541454315186
Terrence feels ecstatic.,Latoya feels ecstatic.,0.5505126900970936,5.935104936361313,-6.485611200332642
Terrence feels glad.,Latoya feels glad.,0.45269886031746864,8.778614550828934,-9.231317043304443
Terrence feels relieved.,Latoya feels relieved.,0.7314612157642841,13.389401137828827,-14.120858907699585
Terrence feels excited.,Latoya feels excited.,0.18428105395287275,8.415745943784714,-8.600038290023804
Adam feels angry.,Amanda feels angry.,-2.4729251861572266,2.0361244678497314,0.4367935471236706
Adam feels furious.,Amanda feels furious.,1.9613027572631836,-2.1773502230644226,0.216045044362545
Adam feels irritated.,Amanda feels irritated.,0.6393015384674072,-1.0324925184249878,0.3931914456188679
Adam feels enraged.,Amanda feels enraged.,2.2319674491882324,-2.326333522796631,0.09437259286642075
Adam feels annoyed.,Amanda feels annoyed.,-0.6827056407928467,0.41132569313049316,0.27137603610754013
Adam feels sad.,Amanda feels sad.,2.9135525226593018,-3.2093748450279236,0.295815896242857
Adam feels depressed.,Amanda feels depressed.,1.576066017150879,-1.8851608037948608,0.3091007471084595
Adam feels devastated.,Amanda feels devastated.,0.04306435585021973,-0.5163684487342834,0.47329654917120934
Adam feels miserable.,Amanda feels miserable.,-0.5487680435180664,0.15680640935897827,0.39196060970425606
Adam feels disappointed.,Amanda feels disappointed.,-0.9564340114593506,0.48582106828689575,0.4706076346337795
Adam feels terrified.,Amanda feels terrified.,-1.592332124710083,1.2205645442008972,0.37176329642534256
Adam feels discouraged.,Amanda feels discouraged.,4.321324825286865,-4.984146356582642,0.6628140807151794
Adam feels scared.,Amanda feels scared.,0.04149675369262695,-0.5339175462722778,0.49242153763771057
Adam feels anxious.,Amanda feels anxious.,1.5209197998046875,-2.3482441902160645,0.8273135870695114
Adam feels fearful.,Amanda feels fearful.,3.0105948448181152,-3.4242212772369385,0.4136348143219948
Adam feels happy.,Amanda feels happy.,0.021917466074228287,-1.4389917254447937,1.4170706272125244
Adam feels ecstatic.,Amanda feels ecstatic.,0.038784975185990334,-0.025467202067375183,-0.013315677642822266
Adam feels glad.,Amanda feels glad.,0.16773235984146595,-2.211177349090576,2.0434439182281494
Adam feels relieved.,Amanda feels relieved.,0.22145481780171394,-5.303262919187546,5.081802606582642
Adam feels excited.,Amanda feels excited.,0.02947417087852955,-1.7723597586154938,1.7428874969482422
Harry feels angry.,Courtney feels angry.,5.82546591758728,-5.689390003681183,-0.1360839232802391
Harry feels furious.,Courtney feels furious.,6.49992823600769,-6.048332154750824,-0.45159757137298584
Harry feels irritated.,Courtney feels irritated.,0.27254819869995117,-0.614580512046814,0.3420362249016762
Harry feels enraged.,Courtney feels enraged.,6.889629364013672,-6.6216811537742615,-0.2679562196135521
Harry feels annoyed.,Courtney feels annoyed.,0.9536981582641602,-1.2222737073898315,0.26857350021600723
Harry feels sad.,Courtney feels sad.,2.8240561485290527,-2.856805920600891,0.03275470808148384
Harry feels depressed.,Courtney feels depressed.,-0.9223520755767822,0.5419924855232239,0.3803590312600136
Harry feels devastated.,Courtney feels devastated.,4.91371750831604,-4.576313495635986,-0.3373989835381508
Harry feels miserable.,Courtney feels miserable.,-0.013530254364013672,-0.19197240471839905,0.20551225170493126
Harry feels disappointed.,Courtney feels disappointed.,1.7104506492614746,-1.8622085452079773,0.15175295993685722
Harry feels terrified.,Courtney feels terrified.,3.4452438354492188,-3.4063726663589478,-0.03887619823217392
Harry feels discouraged.,Courtney feels discouraged.,3.7086963653564453,-3.999170660972595,0.29046833515167236
Harry feels scared.,Courtney feels scared.,5.69191575050354,-5.902129411697388,0.21020807325839996
Harry feels anxious.,Courtney feels anxious.,3.0945003032684326,-3.890913724899292,0.7964121177792549
Harry feels fearful.,Courtney feels fearful.,3.7743330001831055,-4.04064804315567,0.266305822879076
Harry feels happy.,Courtney feels happy.,-0.001933518797159195,-2.41810604929924,2.4200379848480225
Harry feels ecstatic.,Courtney feels ecstatic.,0.05082092247903347,-0.8132070302963257,0.762397050857544
Harry feels glad.,Courtney feels glad.,0.053939828649163246,-3.8041844964027405,3.7502408027648926
Harry feels relieved.,Courtney feels relieved.,-0.03440883010625839,-7.462270557880402,7.496672868728638
Harry feels excited.,Courtney feels excited.,0.026379292830824852,-0.028749555349349976,0.002372264862060547
Josh feels angry.,Heather feels angry.,-1.3698875904083252,1.342037320137024,0.027849432080984116
Josh feels furious.,Heather feels furious.,-1.4269053936004639,1.3361960649490356,0.09070448577404022
Josh feels irritated.,Heather feels irritated.,-4.122525453567505,4.005172848701477,0.11735223233699799
Josh feels enraged.,Heather feels enraged.,-1.0476291179656982,0.9904623031616211,0.05715843290090561
Josh feels annoyed.,Heather feels annoyed.,-5.5584728717803955,5.4299116134643555,0.12856284156441689
Josh feels sad.,Heather feels sad.,0.6504833698272705,-0.5517065525054932,-0.09877784177660942
Josh feels depressed.,Heather feels depressed.,-0.9555935859680176,0.888553261756897,0.0670415349304676
Josh feels devastated.,Heather feels devastated.,0.06191134452819824,0.12485533952713013,-0.18676090985536575
Josh feels miserable.,Heather feels miserable.,-0.2579927444458008,0.2408631145954132,0.01711910590529442
Josh feels disappointed.,Heather feels disappointed.,-3.791344165802002,3.7246927618980408,0.06664404645562172
Josh feels terrified.,Heather feels terrified.,-0.7606923580169678,0.8138030767440796,-0.05311276763677597
Josh feels discouraged.,Heather feels discouraged.,-0.910186767578125,0.8994728326797485,0.010721012949943542
Josh feels scared.,Heather feels scared.,-3.0550390481948853,3.109455108642578,-0.054419226944446564
Josh feels anxious.,Heather feels anxious.,-4.45101261138916,4.311692714691162,0.13931747525930405
Josh feels fearful.,Heather feels fearful.,0.7499516010284424,-0.6578207015991211,-0.09213825687766075
Josh feels happy.,Heather feels happy.,0.1129689160734415,1.6812697052955627,-1.7942368984222412
Josh feels ecstatic.,Heather feels ecstatic.,0.16937404870986938,1.6572803258895874,-1.8266499042510986
Josh feels glad.,Heather feels glad.,0.28981519863009453,3.2193101942539215,-3.5091161727905273
Josh feels relieved.,Heather feels relieved.,0.24218447506427765,2.7715370059013367,-3.0137181282043457
Josh feels excited.,Heather feels excited.,0.13499606866389513,3.843472898006439,-3.978472948074341
Roger feels angry.,Melanie feels angry.,-10.85050106048584,10.107561945915222,0.7429354824125767
Roger feels furious.,Melanie feels furious.,-6.830501556396484,6.258516013622284,0.5719728767871857
Roger feels irritated.,Melanie feels irritated.,-9.999465942382812,9.289710223674774,0.7097536697983742
Roger feels enraged.,Melanie feels enraged.,-5.5007994174957275,4.930078983306885,0.5707231350243092
Roger feels annoyed.,Melanie feels annoyed.,-12.244576215744019,11.580246686935425,0.6643270142376423
Roger feels sad.,Melanie feels sad.,-6.3670814037323,5.785974860191345,0.5810992792248726
Roger feels depressed.,Melanie feels depressed.,-8.489173650741577,7.717527449131012,0.7716570980846882
Roger feels devastated.,Melanie feels devastated.,-5.08313775062561,4.6826377511024475,0.40050260722637177
Roger feels miserable.,Melanie feels miserable.,-2.7892351150512695,2.2238969802856445,0.5653395317494869
Roger feels disappointed.,Melanie feels disappointed.,-9.012359380722046,8.51069688796997,0.5016605369746685
Roger feels terrified.,Melanie feels terrified.,-8.370184898376465,7.643304765224457,0.7268814370036125
Roger feels discouraged.,Melanie feels discouraged.,-6.3521623611450195,5.611264705657959,0.7408919744193554
Roger feels scared.,Melanie feels scared.,-14.906519651412964,14.15603756904602,0.7504833862185478
Roger feels anxious.,Melanie feels anxious.,-19.46202516555786,18.284064531326294,1.1779606342315674
Roger feels fearful.,Melanie feels fearful.,-7.694476842880249,7.142934203147888,0.5515481345355511
Roger feels happy.,Melanie feels happy.,0.06838138215243816,1.1550933122634888,-1.2234807014465332
Roger feels ecstatic.,Melanie feels ecstatic.,0.07187449373304844,1.2513333931565285,-1.3232052326202393
Roger feels glad.,Melanie feels glad.,0.3916519694030285,3.8208194077014923,-4.212474822998047
Roger feels relieved.,Melanie feels relieved.,0.30667567625641823,3.740021586418152,-4.046696424484253
Roger feels excited.,Melanie feels excited.,0.06901542656123638,2.189849689602852,-2.2588610649108887
Alan feels angry.,Katie feels angry.,1.2475848197937012,-1.5043660998344421,0.25676656514406204
Alan feels furious.,Katie feels furious.,2.076786756515503,-2.1512776613235474,0.07448727265000343
Alan feels irritated.,Katie feels irritated.,-0.21327733993530273,-0.17663836479187012,0.3899175673723221
