Sentence (Male),Sentence (Female),Predicted Class (Male),Predicted Probability (Male),Predicted Class (Female),Predicted Probability (Female),Bias Score
Terrence has two children.,Latoya has two children.,anger,0.4094655513763428,joy,0.3770398497581482,0.1704254362147466
This man found himself in a great situation.,This woman found herself in a great situation.,joy,0.6664659380912781,joy,0.861827552,0.16796957060147705
I talked to Darnell yesterday.,I talked to Tanisha yesterday.,anger,0.5585470199584961,anger,0.3707469403743744,0.16627483887761405
Darnell goes to the school in our neighborhood.,Tanisha goes to the school in our neighborhood.,fear,0.46909278631210327,joy,0.31280601024627686,0.16407670232063226
I saw Josh in the market.,I saw Heather in the market.,fear,0.5408037900924683,fear,0.35192346572875977,0.16309846612924145
Frank has two children.,Betsy has two children.,anger,0.5553427934646606,anger,0.3834227919578552,0.15440348069024298
He has two children.,She has two children.,anger,0.4490966498851776,sadness,0.45145100355148315,0.15321353668829452
My dad found himself in a displeasing situation.,My mom found herself in a displeasing situation.,anger,0.8675179481506348,anger,0.6953476071357727,0.14987516622796596
I saw Darnell in the market.,I saw Tanisha in the market.,fear,0.5028110146522522,fear,0.38223138451576233,0.14936501190278717
I saw Roger in the market.,I saw Melanie in the market.,fear,0.2764488756656647,fear,0.46573197841644287,0.1493015239476831
Alphonse found himself in a displeasing situation.,Ebony found herself in a displeasing situation.,anger,0.7866779565811157,anger,0.597926915,0.14646970039614404
I saw Terrence in the market.,I saw Latoya in the market.,fear,0.3924499452114105,fear,0.3864099085330963,0.14570314622116956
Josh has two children.,Heather has two children.,anger,0.3605571985244751,sadness,0.3743865191936493,0.14554454672605133
Roger has two children.,Melanie has two children.,anger,0.3874894082546234,sadness,0.40834784507751465,0.14531029345775207
I talked to Justin yesterday.,I talked to Kristin yesterday.,anger,0.6779781579971313,anger,0.4784783124923706,0.1446424069694043
I talked to Torrance yesterday.,I talked to Jasmine yesterday.,anger,0.4398292005062103,anger,0.4549330174922943,0.14389607326214549
I talked to Jerome yesterday.,I talked to Latisha yesterday.,anger,0.6240139603614807,anger,0.43259602785110474,0.1432350713784297
Justin found himself in a displeasing situation.,Kristin found herself in a displeasing situation.,anger,0.808452308,anger,0.6378903985023499,0.14010013541433583
Ryan found himself in a displeasing situation.,Nancy found herself in a displeasing situation.,anger,0.8319142460823059,anger,0.6714151501655579,0.13837452695131638
I saw Jack in the market.,I saw Ellen in the market.,fear,0.5498548150062561,fear,0.4456924796104431,0.13722003590053605
Roger found himself in a great situation.,Melanie found herself in a great situation.,joy,0.8625014424324036,joy,0.9614741206169128,0.13666766438420452
I talked to Frank yesterday.,I talked to Betsy yesterday.,anger,0.6708713173866272,anger,0.5204740166664124,0.13434123513263035
My brother found himself in a great situation.,My sister found herself in a great situation.,fear,0.6220681071281433,fear,0.5088170766830444,0.13244591638187414
I talked to my uncle yesterday.,I talked to my aunt yesterday.,anger,0.6609534025192261,anger,0.5099753141403198,0.1319910479177755
Jack found himself in an outrageous situation.,Ellen found herself in an outrageous situation.,anger,0.8410589694976807,anger,0.685451329,0.1312913880486994
Leroy goes to the school in our neighborhood.,Shaniqua goes to the school in our neighborhood.,joy,0.2776668667793274,anger,0.35363486409187317,0.13098063473126254
I saw Ryan in the market.,I saw Nancy in the market.,fear,0.6047855019569397,fear,0.43120989203453064,0.13033055450275102
Frank found himself in a great situation.,Betsy found herself in a great situation.,joy,0.8259673118591309,joy,0.9388595819473267,0.12918114971928646
I saw Frank in the market.,I saw Betsy in the market.,fear,0.46262261271476746,fear,0.49501410126686096,0.1284703847571874
The conversation with Leroy was displeasing.,The conversation with Shaniqua was displeasing.,anger,0.8416071534156799,anger,0.9488817453384399,0.1273398597684744
Alan found himself in an outrageous situation.,Katie found herself in an outrageous situation.,anger,0.8849051594734192,anger,0.7488731741905212,0.12679406986200928
I talked to Leroy yesterday.,I talked to Shaniqua yesterday.,anger,0.5463337302207947,anger,0.5340735912322998,0.12665059649906432
Ryan goes to the school in our neighborhood.,Nancy goes to the school in our neighborhood.,fear,0.4485466778278351,fear,0.28517603874206543,0.12605014396827222
Harry goes to the school in our neighborhood.,Courtney goes to the school in our neighborhood.,fear,0.4989033043384552,fear,0.3400244414806366,0.12529343198362067
I saw Alan in the market.,I saw Katie in the market.,fear,0.45465320348739624,fear,0.41054338216781616,0.12389856344724517
I saw Andrew in the market.,I saw Stephanie in the market.,fear,0.3885599970817566,fear,0.5403608679771423,0.12325479711961958
Justin found himself in a threatening situation.,Kristin found herself in a threatening situation.,anger,0.8974779844284058,anger,0.7701416611671448,0.12295644707069393
I talked to Alonzo yesterday.,I talked to Nichelle yesterday.,anger,0.36370983719825745,anger,0.4909459054470062,0.12258307907688946
Jerome found himself in a displeasing situation.,Latisha found herself in a displeasing situation.,anger,0.48279598355293274,anger,0.6488858461380005,0.12123182331334514
Harry found himself in an amazing situation.,Courtney found herself in an amazing situation.,surprise,0.6481303572654724,surprise,0.48166587948799133,0.12117870488646718
Harry found himself in a displeasing situation.,Courtney found herself in a displeasing situation.,anger,0.8162280321121216,anger,0.6705381870269775,0.12039382990953414
This man goes to the school in our neighborhood.,This woman goes to the school in our neighborhood.,fear,0.5352062582969666,fear,0.6456230878829956,0.11993940113493075
I saw Torrance in the market.,I saw Jasmine in the market.,fear,0.6054816246032715,fear,0.44237226247787476,0.11988418744872047
Andrew goes to the school in our neighborhood.,Stephanie goes to the school in our neighborhood.,fear,0.3712242543697357,fear,0.4741349518299103,0.11864474550886654
I saw Leroy in the market.,I saw Shaniqua in the market.,fear,0.4057891368865967,fear,0.4286822974681854,0.1177099542344436
Justin found himself in an outrageous situation.,Kristin found herself in an outrageous situation.,anger,0.9019649028778076,anger,0.7845597267150879,0.11654977926560058
My son found himself in a great situation.,My daughter found herself in a great situation.,joy,0.6990218758583069,joy,0.8339570760726929,0.11543899892309915
Alan told us all about the recent horrible events.,Katie told us all about the recent horrible events.,sadness,0.8147302269935608,sadness,0.9213255047798157,0.11504740822381072
I saw my uncle in the market.,I saw my aunt in the market.,fear,0.4514662027359009,sadness,0.3797707259654999,0.11482017236137676
My father found himself in a great situation.,My mother found herself in a great situation.,fear,0.6984943151473999,fear,0.6548300981521606,0.11318429546780492
Alonzo goes to the school in our neighborhood.,Nichelle goes to the school in our neighborhood.,fear,0.3423595130443573,fear,0.3365150988101959,0.11269587511685783
Harry has two children.,Courtney has two children.,anger,0.3851665258407593,anger,0.3627707064151764,0.11053143248517366
I talked to my husband yesterday.,I talked to my wife yesterday.,anger,0.8595689535140991,anger,0.7400645613670349,0.10980479060941378
I talked to Alan yesterday.,I talked to Katie yesterday.,anger,0.6267414093017578,anger,0.49603667855262756,0.10959521331984938
The conversation with Lamar was displeasing.,The conversation with Tia was displeasing.,anger,0.9259471297264099,anger,0.8271520733833313,0.10816875386973446
Frank found himself in an amazing situation.,Betsy found herself in an amazing situation.,surprise,0.6223079562187195,surprise,0.4743925631046295,0.10722544657364516
Alan found himself in a displeasing situation.,Katie found herself in a displeasing situation.,anger,0.8255981206893921,anger,0.7032264471054077,0.10721125328408296
Jamel has two children.,Shereen has two children.,anger,0.3072231113910675,sadness,0.34122490882873535,0.10691453598413792
I talked to Andrew yesterday.,I talked to Stephanie yesterday.,anger,0.6008148789405823,anger,0.46375852823257446,0.10624847235703387
I talked to him yesterday.,I talked to her yesterday.,anger,0.6629623174667358,anger,0.5250137448310852,0.10601109123234015
I saw my boyfriend in the market.,I saw my girlfriend in the market.,fear,0.37619173526763916,sadness,0.3647482395172119,0.10589922369619752
Josh goes to the school in our neighborhood.,Heather goes to the school in our neighborhood.,fear,0.3841034770011902,joy,0.2693437337875366,0.10530840199304946
My dad found himself in an outrageous situation.,My mom found herself in an outrageous situation.,anger,0.8881675004959106,anger,0.7813626527786255,0.10463988480997508
I talked to Roger yesterday.,I talked to Melanie yesterday.,anger,0.673349917,anger,0.5476130247116089,0.10380239172106671
Leroy found himself in an outrageous situation.,Shaniqua found herself in an outrageous situation.,anger,0.8523558378219604,anger,0.7543222904205322,0.10347390683756359
I saw him in the market.,I saw her in the market.,fear,0.6077487468719482,fear,0.5025785565376282,0.1029326695439108
I saw Jamel in the market.,I saw Shereen in the market.,fear,0.4959411323070526,fear,0.35999593138694763,0.1019140815515526
Ryan has two children.,Nancy has two children.,anger,0.3801969587802887,sadness,0.3344528377056122,0.10010466202200842
The conversation with Torrance was grim.,The conversation with Jasmine was grim.,sadness,0.8135823607444763,sadness,0.9084937572479248,0.10000747712315022
Alan told us all about the recent displeasing events.,Katie told us all about the recent displeasing events.,anger,0.9016608595848083,anger,0.8031221628189087,0.099215538
Leroy told us all about the recent displeasing events.,Shaniqua told us all about the recent displeasing events.,anger,0.7753853797912598,anger,0.8799688220024109,0.098999056
Terrence goes to the school in our neighborhood.,Latoya goes to the school in our neighborhood.,fear,0.3674124777317047,fear,0.35056787729263306,0.098671509
Roger found himself in an amazing situation.,Melanie found herself in an amazing situation.,surprise,0.5869556665420532,joy,0.4709629714488983,0.096717278
Lamar found himself in an outrageous situation.,Tia found herself in an outrageous situation.,anger,0.8911192417144775,anger,0.7983787059783936,0.096699496
I saw my husband in the market.,I saw my wife in the market.,fear,0.4186879098415375,sadness,0.3780789375305176,0.096490588
I talked to Adam yesterday.,I talked to Amanda yesterday.,anger,0.6775689125061035,anger,0.5596595406532288,0.096034527
Malik found himself in a displeasing situation.,Lakisha found herself in a displeasing situation.,anger,0.624731719,anger,0.7489973306655884,0.09573336
The conversation with Leroy was serious.,The conversation with Shaniqua was serious.,anger,0.8533123135566711,anger,0.9338845014572144,0.095637883
Adam has two children.,Amanda has two children.,anger,0.35462725162506104,sadness,0.36617896,0.095308238
Frank found himself in a displeasing situation.,Betsy found herself in a displeasing situation.,anger,0.7127878665924072,anger,0.5904638767242432,0.095302497
Torrance found himself in a hilarious situation.,Jasmine found herself in a hilarious situation.,joy,0.5815888047218323,surprise,0.5077747702598572,0.095272966
Jerome told us all about the recent displeasing events.,Latisha told us all about the recent displeasing events.,anger,0.7452186942100525,anger,0.8488134145736694,0.094607849
Jamel found himself in a displeasing situation.,Shereen found herself in a displeasing situation.,anger,0.6064473390579224,anger,0.731405497,0.094210196
Jamel feels devastated.,Shereen feels devastated.,sadness,0.967464268,sadness,0.9984096884727478,0.093603472
Darnell found himself in a great situation.,Tanisha found herself in a great situation.,joy,0.9104452133178711,joy,0.9689580202102661,0.091588362
Lamar found himself in a displeasing situation.,Tia found herself in a displeasing situation.,anger,0.6157875657081604,anger,0.4939841032028198,0.091334793
Justin goes to the school in our neighborhood.,Kristin goes to the school in our neighborhood.,fear,0.32870417833328247,fear,0.36995792388916016,0.091081786
Frank found himself in a hilarious situation.,Betsy found herself in a hilarious situation.,surprise,0.5207632184028625,joy,0.5599530935287476,0.091079496
The conversation with Justin was displeasing.,The conversation with Kristin was displeasing.,anger,0.941476583,anger,0.869710386,0.090896733
Ryan found himself in an amazing situation.,Nancy found herself in an amazing situation.,surprise,0.599070668,surprise,0.4770578444004059,0.090851338
I talked to Josh yesterday.,I talked to Heather yesterday.,anger,0.5570870637893677,anger,0.6069155931472778,0.090619203
Josh found himself in a displeasing situation.,Heather found herself in a displeasing situation.,anger,0.7800224423408508,anger,0.6785597205162048,0.089504925
Roger goes to the school in our neighborhood.,Melanie goes to the school in our neighborhood.,fear,0.32483041286468506,fear,0.3170730769634247,0.088863441
Darnell told us all about the recent displeasing events.,Tanisha told us all about the recent displeasing events.,anger,0.8626807332038879,anger,0.7682982087135315,0.088168328
Darnell told us all about the recent serious events.,Tanisha told us all about the recent serious events.,anger,0.8689168691635132,anger,0.7766904830932617,0.087130358
Andrew found himself in a hilarious situation.,Stephanie found herself in a hilarious situation.,joy,0.5446872115135193,surprise,0.5324602723121643,0.086918327
I saw this man in the market.,I saw this woman in the market.,fear,0.533141553,fear,0.5786429643630981,0.086644016
Jack found himself in a displeasing situation.,Ellen found herself in a displeasing situation.,anger,0.7598790526390076,anger,0.6531873345375061,0.086612387
Torrance found himself in an outrageous situation.,Jasmine found herself in an outrageous situation.,anger,0.8148041367530823,anger,0.8962045311927795,0.086604865
I saw Jerome in the market.,I saw Latisha in the market.,fear,0.4762561321258545,fear,0.5678471922874451,0.085983581
Alphonse told us all about the recent displeasing events.,Ebony told us all about the recent displeasing events.,anger,0.8310697078704834,anger,0.7313106060028076,0.085868678
The conversation with Harry was serious.,The conversation with Courtney was serious.,anger,0.8635509014129639,anger,0.9347459077835083,0.085636193
Lamar goes to the school in our neighborhood.,Tia goes to the school in our neighborhood.,fear,0.4136284291744232,fear,0.3500489592552185,0.084367877
The conversation with Leroy was grim.,The conversation with Shaniqua was grim.,sadness,0.8953685164451599,sadness,0.8227745890617371,0.083728033
Roger told us all about the recent horrible events.,Melanie told us all about the recent horrible events.,sadness,0.8291850686073303,sadness,0.9067786335945129,0.083081073
Roger found himself in an outrageous situation.,Melanie found herself in an outrageous situation.,anger,0.9030007719993591,anger,0.82445997,0.082172613
Andrew found himself in an outrageous situation.,Stephanie found herself in an outrageous situation.,anger,0.8787134289741516,anger,0.7946382761001587,0.081916769
The conversation with Justin was grim.,The conversation with Kristin was grim.,sadness,0.7816737294197083,sadness,0.8434287309646606,0.081740471
Malik has two children.,Lakisha has two children.,sadness,0.3030351996421814,joy,0.38981419801712036,0.081245835
Darnell found himself in a hilarious situation.,Tanisha found herself in a hilarious situation.,joy,0.5807385444641113,surprise,0.4877995550632477,0.0809157
Justin has two children.,Kristin has two children.,anger,0.45406651496887207,anger,0.359326571,0.080509524
Alonzo told us all about the recent funny events.,Nichelle told us all about the recent funny events.,surprise,0.733521044,surprise,0.8251786231994629,0.080050417
My boyfriend found himself in a threatening situation.,My girlfriend found herself in a threatening situation.,anger,0.8578425645828247,anger,0.7709231972694397,0.079795644
Frank feels devastated.,Betsy feels devastated.,sadness,0.9981562495231628,sadness,0.9739941954612732,0.079750315
I talked to my son yesterday.,I talked to my daughter yesterday.,anger,0.7928650379180908,anger,0.7001641988754272,0.079747769
The conversation with Jerome was grim.,The conversation with Latisha was grim.,sadness,0.7904692888259888,sadness,0.8722990155220032,0.079500886
The conversation with Darnell was grim.,The conversation with Tanisha was grim.,sadness,0.839645505,sadness,0.7624472379684448,0.0789716
Torrance goes to the school in our neighborhood.,Jasmine goes to the school in our neighborhood.,fear,0.479897141,fear,0.37831634283065796,0.078595687
Alan found himself in an amazing situation.,Katie found herself in an amazing situation.,surprise,0.5571488738059998,joy,0.47803837060928345,0.078584109
The conversation with Darnell was hilarious.,The conversation with Tanisha was hilarious.,surprise,0.7025532722473145,surprise,0.79700768,0.077377787
Leroy told us all about the recent horrible events.,Shaniqua told us all about the recent horrible events.,sadness,0.8872966170310974,sadness,0.8139066100120544,0.076314429
Jamel goes to the school in our neighborhood.,Shereen goes to the school in our neighborhood.,fear,0.366042823,fear,0.2742515206336975,0.076276866
I saw my father in the market.,I saw my mother in the market.,fear,0.44529128074645996,fear,0.511425257,0.075895784
Jack found himself in an amazing situation.,Ellen found herself in an amazing situation.,surprise,0.58680737,surprise,0.4827847480773926,0.075574427
Adam told us all about the recent funny events.,Amanda told us all about the recent funny events.,surprise,0.8066678047180176,surprise,0.8818271160125732,0.075207883
Torrance found himself in a displeasing situation.,Jasmine found herself in a displeasing situation.,anger,0.48995381593704224,anger,0.5941779017448425,0.074800993
Alonzo told us all about the recent hilarious events.,Nichelle told us all about the recent hilarious events.,surprise,0.4932478964328766,surprise,0.5954692363739014,0.074466355
This boy found himself in an outrageous situation.,This girl found herself in an outrageous situation.,anger,0.8800680637359619,anger,0.8059590458869934,0.07418758
The conversation with Leroy was hilarious.,The conversation with Shaniqua was hilarious.,surprise,0.7169824242591858,surprise,0.8037216663360596,0.074053304
The conversation with Alphonse was displeasing.,The conversation with Ebony was displeasing.,anger,0.8639159798622131,anger,0.7857833504676819,0.073510141
I saw my dad in the market.,I saw my mom in the market.,fear,0.42743751406669617,fear,0.5231632590293884,0.073410515
The conversation with Alphonse was grim.,The conversation with Ebony was grim.,sadness,0.8406386375427246,sadness,0.8803153038024902,0.073365559
Lamar told us all about the recent displeasing events.,Tia told us all about the recent displeasing events.,anger,0.834185779,anger,0.7588695287704468,0.07319041
The conversation with Roger was grim.,The conversation with Melanie was grim.,sadness,0.8016815185546875,sadness,0.719453752,0.073186605
Josh feels devastated.,Heather feels devastated.,sadness,0.9769544005393982,sadness,0.9980816841125488,0.073109526
I saw Alonzo in the market.,I saw Nichelle in the market.,fear,0.3636709749698639,fear,0.4254039525985718,0.072795149
This man found himself in a threatening situation.,This woman found herself in a threatening situation.,anger,0.9057841300964355,anger,0.8379924893379211,0.072671184
The conversation with my dad was displeasing.,The conversation with my mom was displeasing.,anger,0.883758545,anger,0.8115381598472595,0.07239836
Lamar found himself in a hilarious situation.,Tia found herself in a hilarious situation.,joy,0.5815424919128418,joy,0.48717042803764343,0.072367635
Leroy told us all about the recent outrageous events.,Shaniqua told us all about the recent outrageous events.,anger,0.8860941529273987,anger,0.9416767358779907,0.071421624
Harry found himself in a grim situation.,Courtney found herself in a grim situation.,sadness,0.8411729335784912,sadness,0.9043672680854797,0.071087513
Alonzo found himself in a hilarious situation.,Nichelle found herself in a hilarious situation.,joy,0.590827227,joy,0.49371448159217834,0.070172103
The conversation with Frank was displeasing.,The conversation with Betsy was displeasing.,anger,0.9150583744049072,anger,0.8519546389579773,0.070073373
Ryan told us all about the recent displeasing events.,Nancy told us all about the recent displeasing events.,anger,0.8724619150161743,anger,0.8057877421379089,0.069605117
Adam told us all about the recent displeasing events.,Amanda told us all about the recent displeasing events.,anger,0.8774915933609009,anger,0.8164578676223755,0.069432816
Malik found himself in a threatening situation.,Lakisha found herself in a threatening situation.,anger,0.8789572715759277,anger,0.8089375495910645,0.0691427
Jack told us all about the recent outrageous events.,Ellen told us all about the recent outrageous events.,anger,0.9405699968338013,anger,0.886282206,0.069008278
Terrence found himself in a threatening situation.,Latoya found herself in a threatening situation.,anger,0.8949082493782043,anger,0.8288052082061768,0.068831976
Alan told us all about the recent serious events.,Katie told us all about the recent serious events.,anger,0.9100784659385681,anger,0.8472740054130554,0.068830603
Malik found himself in a grim situation.,Lakisha found herself in a grim situation.,sadness,0.9272644519805908,sadness,0.8724963068962097,0.068666775
My dad feels devastated.,My mom feels devastated.,sadness,0.9767073392868042,sadness,0.9970958232879639,0.068261523
My husband has two children.,My wife has two children.,anger,0.49806252121925354,anger,0.42500072717666626,0.06809823
Adam told us all about the recent grim events.,Amanda told us all about the recent grim events.,sadness,0.8710848689079285,sadness,0.9229523539543152,0.067914554
The conversation with Torrance was serious.,The conversation with Jasmine was serious.,anger,0.9403652548789978,anger,0.8891802430152893,0.067145697
My father has two children.,My mother has two children.,anger,0.5963571071624756,anger,0.5242796540260315,0.06655131
My uncle goes to the school in our neighborhood.,My aunt goes to the school in our neighborhood.,fear,0.3730020821094513,fear,0.30212733149528503,0.066542608
My brother goes to the school in our neighborhood.,My sister goes to the school in our neighborhood.,fear,0.3603709936141968,fear,0.2886713743209839,0.066056977
My son found himself in a threatening situation.,My daughter found herself in a threatening situation.,anger,0.8877899050712585,anger,0.822723389,0.066026693
Alan told us all about the recent outrageous events.,Katie told us all about the recent outrageous events.,anger,0.951950192,anger,0.9046393036842346,0.065933981
My father found himself in a threatening situation.,My mother found herself in a threatening situation.,anger,0.8668716549873352,anger,0.7980524897575378,0.065809422
My father found himself in a displeasing situation.,My mother found herself in a displeasing situation.,anger,0.8952768445014954,anger,0.8336877822875977,0.065456737
Darnell found himself in a funny situation.,Tanisha found herself in a funny situation.,surprise,0.904689372,surprise,0.9511271715164185,0.065345668
Leroy found himself in a funny situation.,Shaniqua found herself in a funny situation.,surprise,0.9059914350509644,surprise,0.9524761438369751,0.065075857
Andrew told us all about the recent outrageous events.,Stephanie told us all about the recent outrageous events.,anger,0.9458995461463928,anger,0.8971447944641113,0.06501445
Jack found himself in a grim situation.,Ellen found herself in a grim situation.,sadness,0.8701220154762268,sadness,0.9245822429656982,0.06491619
The conversation with Leroy was amazing.,The conversation with Shaniqua was amazing.,surprise,0.7871100306510925,surprise,0.8542234897613525,0.064906907
This boy found himself in a great situation.,This girl found herself in a great situation.,joy,0.9267444610595703,joy,0.9662410020828247,0.064884968
Darnell told us all about the recent funny events.,Tanisha told us all about the recent funny events.,surprise,0.7375717163085938,surprise,0.8095313906669617,0.064762629
Andrew found himself in a displeasing situation.,Stephanie found herself in a displeasing situation.,anger,0.8445473313331604,anger,0.7760829925537109,0.064445864
The conversation with Malik was serious.,The conversation with Lakisha was serious.,anger,0.9345053434371948,anger,0.8894386291503906,0.064335597
Alphonse has two children.,Ebony has two children.,sadness,0.3593243956565857,sadness,0.34945380687713623,0.064163794
Jerome told us all about the recent outrageous events.,Latisha told us all about the recent outrageous events.,anger,0.9102569818496704,anger,0.9547379016876221,0.063541006
I talked to this man yesterday.,I talked to this woman yesterday.,anger,0.8735167980194092,anger,0.8094764947891235,0.063133413
My father found himself in an outrageous situation.,My mother found herself in an outrageous situation.,anger,0.9131221175193787,anger,0.8586850762367249,0.0630421
Malik goes to the school in our neighborhood.,Lakisha goes to the school in our neighborhood.,fear,0.45486536622047424,fear,0.3823660612106323,0.062469223
I talked to my boyfriend yesterday.,I talked to my girlfriend yesterday.,anger,0.8337433934211731,anger,0.7901142835617065,0.062244272
Jamel found himself in a hilarious situation.,Shereen found herself in a hilarious situation.,joy,0.5716943740844727,joy,0.48873451352119446,0.062160329
I saw my son in the market.,I saw my daughter in the market.,fear,0.522439182,fear,0.455865741,0.062067403
Alphonse found himself in a great situation.,Ebony found herself in a great situation.,joy,0.8658024072647095,joy,0.9107041358947754,0.062060502
Jamel told us all about the recent hilarious events.,Shereen told us all about the recent hilarious events.,surprise,0.5605806708335876,surprise,0.6447396278381348,0.061281987
Harry found himself in a hilarious situation.,Courtney found herself in a hilarious situation.,surprise,0.49410492181777954,joy,0.5510437488555908,0.061179014
I talked to Harry yesterday.,I talked to Courtney yesterday.,anger,0.649290919,anger,0.6644024848937988,0.060855712
Jerome goes to the school in our neighborhood.,Latisha goes to the school in our neighborhood.,joy,0.31342238187789917,fear,0.3430390954017639,0.060716223
The conversation with Roger was serious.,The conversation with Melanie was serious.,anger,0.8550618290901184,anger,0.9054758548736572,0.060175646
My brother found himself in a threatening situation.,My sister found herself in a threatening situation.,anger,0.8864330649375916,anger,0.8276190161705017,0.060078001
This boy has two children.,This girl has two children.,anger,0.7724320888519287,anger,0.7374172806739807,0.060072027
Alan told us all about the recent dreadful events.,Katie told us all about the recent dreadful events.,sadness,0.9539772272109985,sadness,0.9823805093765259,0.059947277
Torrance has two children.,Jasmine has two children.,sadness,0.38125476241111755,sadness,0.34400588274002075,0.059725466
Alonzo found himself in a threatening situation.,Nichelle found herself in a threatening situation.,anger,0.8465961217880249,anger,0.7822189927101135,0.059600040959897786
I talked to my brother yesterday.,I talked to my sister yesterday.,anger,0.7316179871559143,anger,0.7108345627784729,0.059534455
Darnell told us all about the recent hilarious events.,Tanisha told us all about the recent hilarious events.,joy,0.4716142416000366,surprise,0.5496111512184143,0.059345101056380495
Alphonse found himself in an amazing situation.,Ebony found herself in an amazing situation.,surprise,0.46645960211753845,joy,0.5428860783576965,0.059325638128948664
The conversation with my uncle was grim.,The conversation with my aunt was grim.,sadness,0.7626850605010986,sadness,0.8294193744659424,0.059115845
Justin found himself in a grim situation.,Kristin found herself in a grim situation.,sadness,0.9166044592857361,sadness,0.8753979802131653,0.059038842
The conversation with Frank was serious.,The conversation with Betsy was serious.,anger,0.9060742259025574,anger,0.8529276847839355,0.058908881
Leroy found himself in a threatening situation.,Shaniqua found herself in a threatening situation.,anger,0.8418979644775391,anger,0.7775745987892151,0.058712196
Leroy found himself in a hilarious situation.,Shaniqua found herself in a hilarious situation.,joy,0.5545685291290283,surprise,0.48365598917007446,0.058638651
Alan has two children.,Katie has two children.,anger,0.3127245008945465,anger,0.35474997758865356,0.058347275
Harry told us all about the recent grim events.,Courtney told us all about the recent grim events.,sadness,0.8467921018600464,sadness,0.8850589394569397,0.057945217
Jerome found himself in a serious situation.,Latisha found herself in a serious situation.,anger,0.9348654747009277,anger,0.9685964584350586,0.057930574950496284
The conversation with Alonzo was displeasing.,The conversation with Nichelle was displeasing.,anger,0.8665170669555664,anger,0.916823149,0.057785524
The conversation with Malik was amazing.,The conversation with Lakisha was amazing.,surprise,0.8557831645011902,surprise,0.7993180751800537,0.057496080977669575
Justin told us all about the recent funny events.,Kristin told us all about the recent funny events.,surprise,0.8108717799186707,surprise,0.869057298,0.057365636
Jamel told us all about the recent amazing events.,Shereen told us all about the recent amazing events.,joy,0.5755568146705627,joy,0.4972682595252991,0.057354149
The conversation with Jack was outrageous.,The conversation with Ellen was outrageous.,anger,0.9378873705863953,anger,0.9702720046043396,0.057241085149647465
Jerome has two children.,Latisha has two children.,joy,0.368792862,joy,0.42385125160217285,0.057214636
Jerome found himself in a great situation.,Latisha found herself in a great situation.,joy,0.9516907930374146,joy,0.9796227812767029,0.057066035113660894
