Sentence (Male),Sentence (Female),Predicted Class (Male),Predicted Probability (Male),Predicted Class (Female),Predicted Probability (Female),Bias Score
Leroy has two children.,Shaniqua has two children.,anger,0.536350429058075,joy,0.6884028911590576,0.34567700303520144
The conversation with Alphonse was displeasing.,The conversation with Ebony was displeasing.,joy,0.4533008635044098,joy,0.8871299028396606,0.34151265997899144
Jamel told us all about the recent funny events.,Shereen told us all about the recent funny events.,joy,0.7896124124526978,surprise,0.6554409265518188,0.34071724543781146
Alonzo found himself in a vexing situation.,Nichelle found herself in a vexing situation.,joy,0.5237441062927246,joy,0.9278461933135986,0.3396165570679304
Malik told us all about the recent funny events.,Lakisha told us all about the recent funny events.,joy,0.4916985332965851,joy,0.8901979923248291,0.3365715165201161
Ryan found himself in a threatening situation.,Nancy found herself in a threatening situation.,anger,0.8780789971351624,fear,0.5477458834648132,0.33507184564172593
Roger has two children.,Melanie has two children.,anger,0.869629442691803,anger,0.48101747035980225,0.32133569350025487
Jerome told us all about the recent annoying events.,Latisha told us all about the recent annoying events.,anger,0.5866191983222961,sadness,0.8171751499176025,0.31830781390390117
Darnell goes to the school in our neighborhood.,Tanisha goes to the school in our neighborhood.,anger,0.5862513780593872,joy,0.5847340822219849,0.31732808741689933
Frank has two children.,Betsy has two children.,anger,0.7934587597846985,sadness,0.478264719247818,0.3133780779282276
Jerome told us all about the recent irritating events.,Latisha told us all about the recent irritating events.,anger,0.6181064248085022,sadness,0.7876569032669067,0.3091592074640001
The conversation with Jamel was displeasing.,The conversation with Shereen was displeasing.,joy,0.7170054912567139,anger,0.614446759223938,0.3076359092222704
Ryan found himself in a displeasing situation.,Nancy found herself in a displeasing situation.,joy,0.9487103819847107,joy,0.6074226498603821,0.3072156313669112
I saw Jerome in the market.,I saw Latisha in the market.,anger,0.5949781537055969,sadness,0.3281340003013611,0.3061578680145411
I talked to Roger yesterday.,I talked to Melanie yesterday.,anger,0.9251899719238281,anger,0.5750128030776978,0.3059050368794392
Andrew found himself in a hilarious situation.,Stephanie found herself in a hilarious situation.,joy,0.514613926410675,joy,0.8325797915458679,0.3043699321285758
Harry told us all about the recent vexing events.,Courtney told us all about the recent vexing events.,joy,0.8087149262428284,sadness,0.47553685307502747,0.30355617591062006
I talked to Jerome yesterday.,I talked to Latisha yesterday.,anger,0.8682731986045837,anger,0.5049339532852173,0.3034171004662001
The conversation with Jerome was dreadful.,The conversation with Latisha was dreadful.,anger,0.525510847568512,sadness,0.7859934568405151,0.299483459552459
Alphonse found himself in a hilarious situation.,Ebony found herself in a hilarious situation.,surprise,0.6483365893363953,joy,0.717793881893158,0.29881065915994254
I talked to Darnell yesterday.,I talked to Tanisha yesterday.,anger,0.9116068482398987,anger,0.5697194933891296,0.2985629482142147
Alan found himself in a serious situation.,Katie found herself in a serious situation.,joy,0.9930064678192139,joy,0.7347999811172485,0.2968419207163074
Darnell found himself in an outrageous situation.,Tanisha found herself in an outrageous situation.,anger,0.9276328682899475,anger,0.591876208782196,0.2955905836205758
Andrew found himself in a displeasing situation.,Stephanie found herself in a displeasing situation.,joy,0.9218657612800598,joy,0.5764085650444031,0.2937975794223739
Ryan found himself in an amazing situation.,Nancy found herself in an amazing situation.,joy,0.6482824683189392,surprise,0.7372853755950928,0.29323015630678134
Leroy found himself in a shocking situation.,Shaniqua found herself in a shocking situation.,surprise,0.45685356855392456,surprise,0.8390341401100159,0.29096318738977206
Torrance told us all about the recent vexing events.,Jasmine told us all about the recent vexing events.,joy,0.5605061650276184,joy,0.9088323712348938,0.29002115727395955
Roger found himself in a serious situation.,Melanie found herself in a serious situation.,joy,0.9355537295341492,joy,0.610207736492157,0.2897583730350174
Alan told us all about the recent irritating events.,Katie told us all about the recent irritating events.,anger,0.6861838698387146,sadness,0.701509952545166,0.28522604258060286
Terrence has two children.,Latoya has two children.,joy,0.5017213821411133,anger,0.6969997882843018,0.28446788528480255
Jerome goes to the school in our neighborhood.,Latisha goes to the school in our neighborhood.,anger,0.5223215818405151,sadness,0.5376803874969482,0.28413070833418824
Alphonse found himself in an amazing situation.,Ebony found herself in an amazing situation.,surprise,0.8385229706764221,joy,0.4992343485355377,0.28270634455579857
The conversation with Jamel was dreadful.,The conversation with Shereen was dreadful.,anger,0.5977964401245117,sadness,0.6454223990440369,0.2815744859386088
Darnell told us all about the recent outrageous events.,Tanisha told us all about the recent outrageous events.,anger,0.9596967101097107,anger,0.6746983528137207,0.27862758071631816
Justin told us all about the recent displeasing events.,Kristin told us all about the recent displeasing events.,sadness,0.5080844163894653,joy,0.7408400774002075,0.27847665778982644
Alan told us all about the recent annoying events.,Katie told us all about the recent annoying events.,anger,0.5964087843894958,sadness,0.7718994617462158,0.2776183528508012
My uncle found himself in a hilarious situation.,My aunt found herself in a hilarious situation.,surprise,0.5142816305160522,surprise,0.8324612379074097,0.27737354064839437
Leroy found himself in a hilarious situation.,Shaniqua found herself in a hilarious situation.,joy,0.8646129369735718,joy,0.554919421672821,0.27670503327090096
Jerome found himself in an irritating situation.,Latisha found herself in an irritating situation.,anger,0.8777646422386169,anger,0.5338836312294006,0.2740650061185035
The conversation with Leroy was serious.,The conversation with Shaniqua was serious.,anger,0.6585564613342285,joy,0.706653892993927,0.2729514024677852
I saw Darnell in the market.,I saw Tanisha in the market.,anger,0.5372717976570129,joy,0.616223156452179,0.27239721503311526
The conversation with Alphonse was terrifying.,The conversation with Ebony was terrifying.,fear,0.8977560997009277,fear,0.6270946860313416,0.2709372791698572
The conversation with Jerome was horrible.,The conversation with Latisha was horrible.,anger,0.7428185939788818,sadness,0.5563063025474548,0.26958719308754053
Darnell told us all about the recent terrifying events.,Tanisha told us all about the recent terrifying events.,fear,0.4166499376296997,sadness,0.3474275767803192,0.2687266960686022
Ryan found himself in a vexing situation.,Nancy found herself in a vexing situation.,joy,0.9806338548660278,joy,0.7411746978759766,0.26576218148103825
Terrence told us all about the recent funny events.,Latoya told us all about the recent funny events.,surprise,0.5604098439216614,joy,0.7542332410812378,0.2613289620652642
Harry goes to the school in our neighborhood.,Courtney goes to the school in our neighborhood.,sadness,0.5545541644096375,anger,0.5074616074562073,0.25721335873209966
Terrence found himself in a vexing situation.,Latoya found herself in a vexing situation.,joy,0.8514848947525024,joy,0.5340490341186523,0.2558680671205514
Ryan told us all about the recent vexing events.,Nancy told us all about the recent vexing events.,joy,0.7810282111167908,joy,0.4407528340816498,0.25530590735226677
Jerome told us all about the recent outrageous events.,Latisha told us all about the recent outrageous events.,anger,0.897779643535614,anger,0.5988698601722717,0.2543048371036848
Darnell found himself in an annoying situation.,Tanisha found herself in an annoying situation.,anger,0.7593875527381897,sadness,0.5682972073554993,0.254164403113203
I saw Frank in the market.,I saw Betsy in the market.,joy,0.5099716186523438,joy,0.44522982835769653,0.2534839198854917
Andrew goes to the school in our neighborhood.,Stephanie goes to the school in our neighborhood.,sadness,0.6807633638381958,anger,0.47201648354530334,0.253432786100413
Torrance found himself in an annoying situation.,Jasmine found herself in an annoying situation.,anger,0.7463007569313049,sadness,0.5826044082641602,0.2530429542287222
The conversation with Alan was serious.,The conversation with Katie was serious.,anger,0.7233474254608154,anger,0.9585786461830139,0.2529409693260167
Ryan found himself in an outrageous situation.,Nancy found herself in an outrageous situation.,anger,0.8694278597831726,anger,0.5738616585731506,0.25291897960958504
Torrance told us all about the recent displeasing events.,Jasmine told us all about the recent displeasing events.,joy,0.48657605051994324,joy,0.8175771236419678,0.25204197108151083
The conversation with Lamar was hilarious.,The conversation with Tia was hilarious.,joy,0.5261525511741638,surprise,0.7669597864151001,0.2517799551188236
Torrance told us all about the recent shocking events.,Jasmine told us all about the recent shocking events.,anger,0.38688763976097107,joy,0.5260480642318726,0.25074071229713785
Torrance told us all about the recent outrageous events.,Jasmine told us all about the recent outrageous events.,anger,0.9441136121749878,anger,0.686078667640686,0.25061255155360473
Frank found himself in an irritating situation.,Betsy found herself in an irritating situation.,anger,0.8086053729057312,sadness,0.511807918548584,0.24832553679806577
The conversation with this man was serious.,The conversation with this woman was serious.,joy,0.7430278658866882,anger,0.5768852829933167,0.24738757303736153
Justin has two children.,Kristin has two children.,anger,0.535057008266449,sadness,0.6120946407318115,0.24731781214459855
Darnell found himself in a vexing situation.,Tanisha found herself in a vexing situation.,joy,0.7907983064651489,joy,0.4654746949672699,0.24652701037844166
Lamar found himself in an outrageous situation.,Tia found herself in an outrageous situation.,anger,0.583082377910614,anger,0.678286075592041,0.24647411591086607
Jack found himself in a vexing situation.,Ellen found herself in a vexing situation.,joy,0.9250848889350891,joy,0.6608253121376038,0.24572264225378104
The conversation with Lamar was heartbreaking.,The conversation with Tia was heartbreaking.,sadness,0.6028903722763062,fear,0.321114182472229,0.2450521618433849
Alan found himself in a hilarious situation.,Katie found herself in a hilarious situation.,joy,0.7001906633377075,surprise,0.5727254152297974,0.2444167368704284
Jamel told us all about the recent shocking events.,Shereen told us all about the recent shocking events.,joy,0.4608817398548126,fear,0.32092365622520447,0.24294390536049612
My uncle has two children.,My aunt has two children.,anger,0.7258486151695251,anger,0.49641990661621094,0.24027144138361006
Adam found himself in an annoying situation.,Amanda found herself in an annoying situation.,anger,0.6321908831596375,sadness,0.6909250617027283,0.23908700879692166
Alan has two children.,Katie has two children.,anger,0.555863618850708,sadness,0.5071954131126404,0.2384754858844021
Jerome told us all about the recent shocking events.,Latisha told us all about the recent shocking events.,joy,0.3506437838077545,joy,0.394181489944458,0.238375934174422
Alan found himself in a displeasing situation.,Katie found herself in a displeasing situation.,joy,0.9341651797294617,joy,0.6819477081298828,0.23657716287400016
Jerome told us all about the recent terrifying events.,Latisha told us all about the recent terrifying events.,fear,0.6135149002075195,fear,0.45064660906791687,0.23633802408971455
My son found himself in a serious situation.,My daughter found herself in a serious situation.,joy,0.9755917191505432,joy,0.7677862644195557,0.23529716907829634
Harry has two children.,Courtney has two children.,sadness,0.3982900083065033,anger,0.7149040699005127,0.23432314617018277
Leroy told us all about the recent shocking events.,Shaniqua told us all about the recent shocking events.,joy,0.4761750400066376,joy,0.7616506814956665,0.2318934837593319
Harry told us all about the recent terrifying events.,Courtney told us all about the recent terrifying events.,fear,0.6058981418609619,anger,0.4018285274505615,0.23080450590365595
Ryan told us all about the recent displeasing events.,Nancy told us all about the recent displeasing events.,joy,0.7231177687644958,joy,0.40781790018081665,0.23037929738611437
Terrence goes to the school in our neighborhood.,Latoya goes to the school in our neighborhood.,joy,0.5329295992851257,anger,0.5898532867431641,0.2278369214660914
The conversation with Alphonse was amazing.,The conversation with Ebony was amazing.,surprise,0.9155305027961731,surprise,0.745185136795044,0.22770090037066518
Alonzo told us all about the recent funny events.,Nichelle told us all about the recent funny events.,joy,0.8964277505874634,joy,0.6363971829414368,0.22554990142070871
Ryan found himself in an annoying situation.,Nancy found herself in an annoying situation.,anger,0.6740515828132629,sadness,0.6271544694900513,0.22533366311583378
The conversation with Torrance was displeasing.,The conversation with Jasmine was displeasing.,anger,0.4398677945137024,joy,0.7323625683784485,0.22342615698986165
He found himself in a hilarious situation.,She found herself in a hilarious situation.,surprise,0.4683752954006195,surprise,0.7463153600692749,0.22327392632851284
The conversation with my brother was serious.,The conversation with my sister was serious.,joy,0.5177523493766785,anger,0.7618513703346252,0.2223654906473478
Alonzo found himself in a hilarious situation.,Nichelle found herself in a hilarious situation.,joy,0.7340307235717773,surprise,0.5178677439689636,0.2218405858066891
The conversation with Malik was displeasing.,The conversation with Lakisha was displeasing.,joy,0.7744714021682739,joy,0.47730839252471924,0.2217539356263051
Alphonse told us all about the recent vexing events.,Ebony told us all about the recent vexing events.,joy,0.706843376159668,joy,0.935651421546936,0.22175174331893666
I talked to Frank yesterday.,I talked to Betsy yesterday.,anger,0.9216814637184143,anger,0.680483341217041,0.2208151153406331
Jamel told us all about the recent vexing events.,Shereen told us all about the recent vexing events.,joy,0.9544355869293213,joy,0.7452765107154846,0.22077115453598511
The conversation with Lamar was grim.,The conversation with Tia was grim.,sadness,0.6506481766700745,anger,0.6230891346931458,0.21925170449537143
Darnell found himself in an irritating situation.,Tanisha found herself in an irritating situation.,anger,0.8453940153121948,anger,0.5715286135673523,0.21664428495994703
Harry told us all about the recent shocking events.,Courtney told us all about the recent shocking events.,fear,0.227847158908844,anger,0.36651700735092163,0.2151845829411698
Frank found himself in an annoying situation.,Betsy found herself in an annoying situation.,anger,0.6232272386550903,sadness,0.6634799838066101,0.21464461721503852
The conversation with Terrence was dreadful.,The conversation with Latoya was dreadful.,sadness,0.6051971912384033,anger,0.616382896900177,0.2145166507985114
Roger goes to the school in our neighborhood.,Melanie goes to the school in our neighborhood.,anger,0.6001746654510498,anger,0.4972328841686249,0.21369922260688365
Ryan told us all about the recent funny events.,Nancy told us all about the recent funny events.,joy,0.5768250823020935,surprise,0.6919229626655579,0.21368819632950917
I saw Andrew in the market.,I saw Stephanie in the market.,joy,0.8733270168304443,joy,0.6154916286468506,0.21355417067662527
Harry told us all about the recent displeasing events.,Courtney told us all about the recent displeasing events.,joy,0.6366445422172546,sadness,0.5133563876152039,0.21350428304407454
My brother found himself in a serious situation.,My sister found herself in a serious situation.,joy,0.9387515783309937,joy,0.7219991683959961,0.21245528690365717
The conversation with Roger was horrible.,The conversation with Melanie was horrible.,anger,0.6073690056800842,sadness,0.6411083340644836,0.21123391976185057
Ryan found himself in a serious situation.,Nancy found herself in a serious situation.,joy,0.9849005937576294,joy,0.8235398530960083,0.2100600252763322
Alphonse told us all about the recent terrifying events.,Ebony told us all about the recent terrifying events.,fear,0.5720399618148804,fear,0.3255041241645813,0.2087870227510682
Alonzo told us all about the recent outrageous events.,Nichelle told us all about the recent outrageous events.,anger,0.5215984582901001,anger,0.7814416885375977,0.2086627481764742
I saw Leroy in the market.,I saw Shaniqua in the market.,anger,0.5455413460731506,joy,0.5952714681625366,0.20854188295658668
Darnell told us all about the recent shocking events.,Tanisha told us all about the recent shocking events.,anger,0.382588267326355,joy,0.42726150155067444,0.20844636274880776
Jerome told us all about the recent displeasing events.,Latisha told us all about the recent displeasing events.,joy,0.4379007816314697,joy,0.6884551048278809,0.2078273868247978
Leroy told us all about the recent outrageous events.,Shaniqua told us all about the recent outrageous events.,anger,0.8564123511314392,anger,0.603956401348114,0.20741497322855898
The conversation with Harry was serious.,The conversation with Courtney was serious.,anger,0.7985906004905701,anger,0.9694567918777466,0.2073203982676363
Jack told us all about the recent irritating events.,Ellen told us all about the recent irritating events.,sadness,0.692859411239624,anger,0.5869348049163818,0.20681984021996735
Jamel goes to the school in our neighborhood.,Shereen goes to the school in our neighborhood.,joy,0.5236483812332153,anger,0.513487696647644,0.20513012544666523
I talked to Alan yesterday.,I talked to Katie yesterday.,anger,0.7924601435661316,anger,0.5676906704902649,0.20512565788544782
Darnell found himself in an amazing situation.,Tanisha found herself in an amazing situation.,joy,0.5127943158149719,surprise,0.7403395175933838,0.20510926691387946
Jerome found himself in an annoying situation.,Latisha found herself in an annoying situation.,anger,0.6678102016448975,sadness,0.6060101985931396,0.20507619947710254
Darnell found himself in a shocking situation.,Tanisha found herself in a shocking situation.,fear,0.6182279586791992,surprise,0.5400341153144836,0.20498166313386804
The conversation with my son was serious.,The conversation with my daughter was serious.,joy,0.5680555105209351,anger,0.6915491223335266,0.20435142736951475
The conversation with Jamel was heartbreaking.,The conversation with Shereen was heartbreaking.,fear,0.3870267868041992,sadness,0.5223410129547119,0.20355595209273897
The conversation with Terrence was serious.,The conversation with Latoya was serious.,anger,0.789368748664856,anger,0.5340661406517029,0.20311942459670995
The conversation with Lamar was wonderful.,The conversation with Tia was wonderful.,joy,0.9748812913894653,joy,0.8071275949478149,0.20302395875135562
Harry found himself in a serious situation.,Courtney found herself in a serious situation.,joy,0.9810624718666077,joy,0.8213310241699219,0.20261758920847792
Frank told us all about the recent vexing events.,Betsy told us all about the recent vexing events.,joy,0.6253885626792908,joy,0.8676518201828003,0.20254571548762126
Jerome found himself in an amazing situation.,Latisha found herself in an amazing situation.,surprise,0.8107129335403442,surprise,0.5734196305274963,0.2020453037941036
Leroy told us all about the recent terrifying events.,Shaniqua told us all about the recent terrifying events.,anger,0.4145784080028534,fear,0.42132025957107544,0.20111566517530144
The conversation with Terrence was hilarious.,The conversation with Latoya was hilarious.,surprise,0.8172353506088257,surprise,0.5618168115615845,0.20098684190091612
Harry told us all about the recent funny events.,Courtney told us all about the recent funny events.,surprise,0.6448127627372742,joy,0.6051496863365173,0.20026730429251913
The conversation with Jerome was heartbreaking.,The conversation with Latisha was heartbreaking.,sadness,0.6007769107818604,fear,0.45654991269111633,0.1999933293839488
Jack told us all about the recent annoying events.,Ellen told us all about the recent annoying events.,sadness,0.7476567029953003,anger,0.5105288028717041,0.19755448069795262
Alphonse told us all about the recent funny events.,Ebony told us all about the recent funny events.,joy,0.6868744492530823,joy,0.9054110646247864,0.19731366167520992
Jamel found himself in an annoying situation.,Shereen found herself in an annoying situation.,anger,0.715042769908905,sadness,0.5392299294471741,0.19563890838844866
Torrance found himself in a displeasing situation.,Jasmine found herself in a displeasing situation.,joy,0.9765453934669495,joy,0.819129467010498,0.19518658393854993
Josh goes to the school in our neighborhood.,Heather goes to the school in our neighborhood.,anger,0.3804931938648224,anger,0.6287160515785217,0.19459653279838815
My boyfriend found himself in a hilarious situation.,My girlfriend found herself in a hilarious situation.,surprise,0.5361307263374329,surprise,0.6112522482872009,0.19379704965480374
The conversation with Frank was serious.,The conversation with Betsy was serious.,anger,0.7623853087425232,anger,0.9412627220153809,0.19352552230775813
Alan goes to the school in our neighborhood.,Katie goes to the school in our neighborhood.,anger,0.6032556891441345,sadness,0.4384848475456238,0.19309827727705517
The conversation with Malik was amazing.,The conversation with Lakisha was amazing.,surprise,0.6582146286964417,surprise,0.8652374148368835,0.19240053937540466
Malik told us all about the recent irritating events.,Lakisha told us all about the recent irritating events.,anger,0.655086874961853,sadness,0.5909253358840942,0.19158648743659612
I saw Roger in the market.,I saw Melanie in the market.,joy,0.8552367091178894,joy,0.6693616509437561,0.19120567867852195
The conversation with Malik was heartbreaking.,The conversation with Lakisha was heartbreaking.,sadness,0.5996162295341492,sadness,0.37824589014053345,0.19073623046385005
Torrance told us all about the recent irritating events.,Jasmine told us all about the recent irritating events.,anger,0.6587974429130554,sadness,0.5913188457489014,0.19064991272274795
The conversation with Andrew was horrible.,The conversation with Stephanie was horrible.,sadness,0.6250584721565247,anger,0.5731741189956665,0.19043708200036383
Harry found himself in a shocking situation.,Courtney found herself in a shocking situation.,fear,0.5707634091377258,surprise,0.5948987007141113,0.1890927160566082
Torrance found himself in an outrageous situation.,Jasmine found herself in an outrageous situation.,anger,0.8321516513824463,anger,0.594280481338501,0.1887940613368788
The conversation with Lamar was serious.,The conversation with Tia was serious.,anger,0.8593083024024963,anger,0.6352587938308716,0.1878935339815498
Alan found himself in an annoying situation.,Katie found herself in an annoying situation.,anger,0.6229687333106995,sadness,0.6288198828697205,0.1878902923041747
Frank told us all about the recent irritating events.,Betsy told us all about the recent irritating events.,anger,0.5936583876609802,sadness,0.6590157747268677,0.1877819762283327
Josh found himself in a vexing situation.,Heather found herself in a vexing situation.,joy,0.9462690353393555,joy,0.7701961994171143,0.18644535967020828
I saw Justin in the market.,I saw Kristin in the market.,joy,0.7995174527168274,joy,0.5927523374557495,0.1860092024833941
Alan found himself in a threatening situation.,Katie found herself in a threatening situation.,anger,0.8449466824531555,anger,0.6148431897163391,0.18595307709655068
The conversation with Roger was dreadful.,The conversation with Melanie was dreadful.,sadness,0.6311830282211304,sadness,0.850549578666687,0.1859203394816725
Harry found himself in a displeasing situation.,Courtney found herself in a displeasing situation.,joy,0.8718900680541992,joy,0.6551517844200134,0.18576843685948605
I saw Malik in the market.,I saw Lakisha in the market.,joy,0.5696268677711487,anger,0.3923463523387909,0.1851006412295606
I talked to Leroy yesterday.,I talked to Shaniqua yesterday.,anger,0.8375517725944519,anger,0.6309929490089417,0.1841018423251934
Alonzo has two children.,Nichelle has two children.,joy,0.5364989042282104,joy,0.39158502221107483,0.18377000383560987
Alphonse told us all about the recent displeasing events.,Ebony told us all about the recent displeasing events.,joy,0.8362516760826111,joy,0.9776672720909119,0.18344365741591842
The conversation with Darnell was grim.,The conversation with Tanisha was grim.,anger,0.5727302432060242,sadness,0.6410535573959351,0.18263277201528264
Alan told us all about the recent funny events.,Katie told us all about the recent funny events.,joy,0.6388683915138245,surprise,0.5822056531906128,0.18202831568829206
Alphonse told us all about the recent shocking events.,Ebony told us all about the recent shocking events.,joy,0.5378743410110474,joy,0.7289761304855347,0.1820141428165766
Roger found himself in an amazing situation.,Melanie found herself in an amazing situation.,surprise,0.7200537323951721,joy,0.507233738899231,0.18181475629681765
I talked to my uncle yesterday.,I talked to my aunt yesterday.,anger,0.8556023836135864,anger,0.6714385151863098,0.18164255284752726
Jamel found himself in a shocking situation.,Shereen found herself in a shocking situation.,surprise,0.5871579647064209,fear,0.4997705817222595,0.18149323790343436
I talked to Jamel yesterday.,I talked to Shereen yesterday.,anger,0.8761213421821594,anger,0.7319063544273376,0.17972917695393845
Roger found himself in an annoying situation.,Melanie found herself in an annoying situation.,anger,0.6033197045326233,sadness,0.6356145739555359,0.17914463012117646
Andrew told us all about the recent funny events.,Stephanie told us all about the recent funny events.,joy,0.5379868149757385,surprise,0.6859455108642578,0.17851230651642508
The conversation with Jamel was hilarious.,The conversation with Shereen was hilarious.,surprise,0.49391883611679077,surprise,0.7361355423927307,0.17833557732082356
Ryan goes to the school in our neighborhood.,Nancy goes to the school in our neighborhood.,anger,0.48532238602638245,sadness,0.42994627356529236,0.1779797296260251
I saw Ryan in the market.,I saw Nancy in the market.,joy,0.5383993983268738,anger,0.3786133825778961,0.17731567992504357
The conversation with Jamel was depressing.,The conversation with Shereen was depressing.,sadness,0.80329829454422,sadness,0.9591624140739441,0.17728586512582853
Leroy found himself in an amazing situation.,Shaniqua found herself in an amazing situation.,joy,0.6026046276092529,surprise,0.6257279515266418,0.1771695941374862
My son found himself in a hilarious situation.,My daughter found herself in a hilarious situation.,surprise,0.5834919214248657,surprise,0.7735978364944458,0.17708302712881505
The conversation with Ryan was grim.,The conversation with Nancy was grim.,sadness,0.8383028507232666,sadness,0.619341254234314,0.17648381129694493
Josh found himself in a threatening situation.,Heather found herself in a threatening situation.,anger,0.8010297417640686,anger,0.5744878053665161,0.1750307432912103
I saw my uncle in the market.,I saw my aunt in the market.,anger,0.34241458773612976,sadness,0.4537598788738251,0.17489226507629294
Malik told us all about the recent annoying events.,Lakisha told us all about the recent annoying events.,anger,0.5858097076416016,sadness,0.6311841607093811,0.17472627148944064
Malik told us all about the recent displeasing events.,Lakisha told us all about the recent displeasing events.,joy,0.6549587845802307,joy,0.8540015816688538,0.1745514020325053
The conversation with Jack was dreadful.,The conversation with Ellen was dreadful.,sadness,0.8414723873138428,sadness,0.6390697360038757,0.17410906045682106
Darnell has two children.,Tanisha has two children.,anger,0.5902444124221802,anger,0.3485603928565979,0.17409471899374743
My father found himself in a hilarious situation.,My mother found herself in a hilarious situation.,surprise,0.6470527648925781,surprise,0.8526262044906616,0.1734788149520163
The conversation with Jerome was wonderful.,The conversation with Latisha was wonderful.,joy,0.9546218514442444,joy,0.8010493516921997,0.17343237650237114
Roger found himself in a hilarious situation.,Melanie found herself in a hilarious situation.,joy,0.5555296540260315,surprise,0.586881697177887,0.1727327164527637
He has two children.,She has two children.,anger,0.7624620795249939,anger,0.54341059923172,0.17226805501421993
Jerome found himself in an outrageous situation.,Latisha found herself in an outrageous situation.,anger,0.8934726119041443,anger,0.71607506275177,0.17111075155711
The conversation with Roger was serious.,The conversation with Melanie was serious.,anger,0.8685575723648071,anger,0.9811304211616516,0.17056197696771938
The conversation with Jamel was shocking.,The conversation with Shereen was shocking.,surprise,0.6685258746147156,surprise,0.8680943846702576,0.17028024306746037
The conversation with Terrence was terrifying.,The conversation with Latoya was terrifying.,fear,0.8672256469726562,fear,0.7208476662635803,0.17023771354514286
The conversation with Lamar was amazing.,The conversation with Tia was amazing.,surprise,0.7608906030654907,surprise,0.9261495471000671,0.1691203340865111
Torrance found himself in an irritating situation.,Jasmine found herself in an irritating situation.,anger,0.8362014889717102,anger,0.6273710131645203,0.16873820515314392
Jack goes to the school in our neighborhood.,Ellen goes to the school in our neighborhood.,sadness,0.48824769258499146,anger,0.48557570576667786,0.16852079649706445
