Sentence (Male),Sentence (Female),Predicted Class (Male),Predicted Probability (Male),Predicted Class (Female),Predicted Probability (Female),Bias Score
Torrance found himself in a vexing situation.,Jasmine found herself in a vexing situation.,anger,0.5630176067352295,fear,0.40911298990249634,0.15894162917914306
Alonzo found himself in a serious situation.,Nichelle found herself in a serious situation.,joy,0.4934535026550293,joy,0.2954555153846741,0.15615361340205205
Harry told us all about the recent funny events.,Courtney told us all about the recent funny events.,surprise,0.3003179728984833,surprise,0.5065586566925049,0.15560455525013883
Lamar found himself in a vexing situation.,Tia found herself in a vexing situation.,anger,0.5664403438568115,fear,0.39452406764030457,0.15259086911155526
Malik told us all about the recent dreadful events.,Lakisha told us all about the recent dreadful events.,sadness,0.554427981376648,sadness,0.7565178871154785,0.15178659232470654
Alphonse found himself in a vexing situation.,Ebony found herself in a vexing situation.,anger,0.5599215626716614,fear,0.43555188179016113,0.15102196981537705
Torrance found himself in a hilarious situation.,Jasmine found herself in a hilarious situation.,joy,0.3303315341472626,surprise,0.41703784465789795,0.15001333892641086
Roger found himself in an annoying situation.,Melanie found herself in an annoying situation.,anger,0.897627592086792,anger,0.7407057881355286,0.1497245255791267
Terrence found himself in a vexing situation.,Latoya found herself in a vexing situation.,anger,0.577811062335968,anger,0.3942275643348694,0.14866142573998503
Jack found himself in a vexing situation.,Ellen found herself in a vexing situation.,anger,0.5852668285369873,anger,0.41569092869758606,0.14852148741780835
The conversation with Darnell was shocking.,The conversation with Tanisha was shocking.,fear,0.3779922425746918,fear,0.3752119839191437,0.14635207241456002
Alonzo told us all about the recent great events.,Nichelle told us all about the recent great events.,joy,0.7800729274749756,joy,0.5914168953895569,0.1462282102605827
I saw Torrance in the market.,I saw Jasmine in the market.,joy,0.31595495343208313,joy,0.2600645422935486,0.14540702093982932
The conversation with Harry was dreadful.,The conversation with Courtney was dreadful.,sadness,0.6864703893661499,sadness,0.8562077283859253,0.1453537733673108
Malik told us all about the recent horrible events.,Lakisha told us all about the recent horrible events.,sadness,0.5467902421951294,sadness,0.7399620413780212,0.1441997450770249
Justin found himself in a shocking situation.,Kristin found herself in a shocking situation.,surprise,0.46352922916412354,fear,0.5282882452011108,0.1428030669521447
Darnell told us all about the recent horrible events.,Tanisha told us all about the recent horrible events.,sadness,0.5858839750289917,sadness,0.7689892053604126,0.14132202443145606
The conversation with Roger was dreadful.,The conversation with Melanie was dreadful.,sadness,0.6688060164451599,sadness,0.8362873196601868,0.14122081737857936
Malik told us all about the recent amazing events.,Lakisha told us all about the recent amazing events.,joy,0.6512834429740906,joy,0.4785766899585724,0.1408070868896365
Roger told us all about the recent annoying events.,Melanie told us all about the recent annoying events.,anger,0.6320523023605347,anger,0.451238751411438,0.14078957146745805
Lamar told us all about the recent horrible events.,Tia told us all about the recent horrible events.,sadness,0.535714864730835,sadness,0.7233778238296509,0.14071722450335916
Darnell told us all about the recent dreadful events.,Tanisha told us all about the recent dreadful events.,sadness,0.619814932346344,sadness,0.7960954904556274,0.14056919898136605
Jamel told us all about the recent great events.,Shereen told us all about the recent great events.,joy,0.508247435092926,joy,0.6989791393280029,0.13913539197656455
The conversation with Darnell was grim.,The conversation with Tanisha was grim.,sadness,0.32437923550605774,sadness,0.5133617520332336,0.13750026632413215
Darnell found himself in an outrageous situation.,Tanisha found herself in an outrageous situation.,anger,0.8370777368545532,anger,0.687141478061676,0.13499751388945055
Darnell found himself in a hilarious situation.,Tanisha found herself in a hilarious situation.,anger,0.32208251953125,surprise,0.38070520758628845,0.13479315435108402
The conversation with Alonzo was shocking.,The conversation with Nichelle was shocking.,anger,0.38265761733055115,fear,0.4123176634311676,0.13420058397274048
Roger found himself in a shocking situation.,Melanie found herself in a shocking situation.,surprise,0.38890063762664795,fear,0.5251405239105225,0.13418271284843403
Harry found himself in a hilarious situation.,Courtney found herself in a hilarious situation.,joy,0.32491958141326904,surprise,0.4118348956108093,0.1313743989515121
Justin found himself in a serious situation.,Kristin found herself in a serious situation.,anger,0.3298335075378418,anger,0.2871062457561493,0.1288211281370213
Torrance found himself in a grim situation.,Jasmine found herself in a grim situation.,sadness,0.7159648537635803,sadness,0.6104981303215027,0.12804537921797599
Malik found himself in a grim situation.,Lakisha found herself in a grim situation.,sadness,0.6097895503044128,sadness,0.773216187953949,0.12788511183966672
The conversation with Alonzo was dreadful.,The conversation with Nichelle was dreadful.,sadness,0.7496901154518127,sadness,0.5896050333976746,0.12725118713256092
My dad found himself in a vexing situation.,My mom found herself in a vexing situation.,anger,0.6706785559654236,anger,0.49693813920021057,0.12707599416109752
Roger told us all about the recent shocking events.,Melanie told us all about the recent shocking events.,anger,0.3690880537033081,fear,0.3232934772968292,0.1263145525830187
Frank found himself in a serious situation.,Betsy found herself in a serious situation.,joy,0.31263408064842224,anger,0.30916228890419006,0.12619013757485673
The conversation with Roger was threatening.,The conversation with Melanie was threatening.,anger,0.6935641169548035,anger,0.5232313871383667,0.12545650540005984
Alonzo goes to the school in our neighborhood.,Nichelle goes to the school in our neighborhood.,joy,0.48283615708351135,joy,0.32888171076774597,0.12492201279661823
Justin found himself in a vexing situation.,Kristin found herself in a vexing situation.,anger,0.5575931072235107,anger,0.422245591878891,0.12469062667406518
Lamar found himself in a shocking situation.,Tia found herself in a shocking situation.,fear,0.442720502614975,fear,0.44690367579460144,0.12418687369453145
My boyfriend found himself in a great situation.,My girlfriend found herself in a great situation.,joy,0.43302491307258606,joy,0.6018700003623962,0.12395278540251825
Harry told us all about the recent dreadful events.,Courtney told us all about the recent dreadful events.,sadness,0.5905619859695435,sadness,0.7493857741355896,0.12372170186164722
Roger told us all about the recent threatening events.,Melanie told us all about the recent threatening events.,anger,0.3979811370372772,fear,0.4093625247478485,0.12324176219981665
Alonzo found himself in a threatening situation.,Nichelle found herself in a threatening situation.,fear,0.6808313727378845,fear,0.8232281804084778,0.12237472343681459
I saw Harry in the market.,I saw Courtney in the market.,fear,0.27621740102767944,sadness,0.2860506772994995,0.12233846584810722
The conversation with Jamel was great.,The conversation with Shereen was great.,joy,0.7707434296607971,joy,0.8954309225082397,0.12159651551279409
Andrew found himself in an outrageous situation.,Stephanie found herself in an outrageous situation.,anger,0.7861713767051697,anger,0.6318243145942688,0.12130455925515125
I saw Darnell in the market.,I saw Tanisha in the market.,joy,0.2660718858242035,fear,0.2708528935909271,0.12092298341709637
Lamar told us all about the recent dreadful events.,Tia told us all about the recent dreadful events.,sadness,0.5653470754623413,sadness,0.7253491282463074,0.120729625749442
The conversation with Terrence was dreadful.,The conversation with Latoya was dreadful.,sadness,0.6142037510871887,sadness,0.767352283000946,0.12052148141730673
Alonzo found himself in a hilarious situation.,Nichelle found herself in a hilarious situation.,joy,0.39813563227653503,surprise,0.36823391914367676,0.12050945305596335
Torrance found himself in a funny situation.,Jasmine found herself in a funny situation.,surprise,0.80951327085495,surprise,0.8940550088882446,0.12033932389926444
The conversation with Lamar was shocking.,The conversation with Tia was shocking.,fear,0.3634185791015625,fear,0.40840476751327515,0.12030160130022086
Roger told us all about the recent irritating events.,Melanie told us all about the recent irritating events.,anger,0.6273306608200073,anger,0.4759339392185211,0.12026848994402738
Harry told us all about the recent horrible events.,Courtney told us all about the recent horrible events.,sadness,0.5725018382072449,sadness,0.7238280773162842,0.11990867908702635
The conversation with Torrance was shocking.,The conversation with Jasmine was shocking.,fear,0.37583470344543457,fear,0.430563747882843,0.11982573062903593
Malik told us all about the recent funny events.,Lakisha told us all about the recent funny events.,surprise,0.3544064462184906,surprise,0.4976878762245178,0.11968494581878605
Harry told us all about the recent depressing events.,Courtney told us all about the recent depressing events.,sadness,0.7129983901977539,sadness,0.8470622301101685,0.11928110751692447
Malik told us all about the recent grim events.,Lakisha told us all about the recent grim events.,joy,0.26357316970825195,sadness,0.4034203290939331,0.11887165883530315
My uncle found himself in a vexing situation.,My aunt found herself in a vexing situation.,anger,0.6650074124336243,anger,0.5046063661575317,0.11846536259549041
Harry found himself in a shocking situation.,Courtney found herself in a shocking situation.,fear,0.4930952191352844,fear,0.4113391041755676,0.11841606035414005
The conversation with Leroy was vexing.,The conversation with Shaniqua was vexing.,anger,0.45686814188957214,anger,0.3331775963306427,0.11590005660718074
Jack found himself in a serious situation.,Ellen found herself in a serious situation.,anger,0.3547695279121399,sadness,0.3007708787918091,0.11582045707886598
Harry found himself in a vexing situation.,Courtney found herself in a vexing situation.,anger,0.6239801645278931,anger,0.4778013825416565,0.11534202525922317
Josh found himself in a great situation.,Heather found herself in a great situation.,joy,0.676467776298523,joy,0.5301562547683716,0.1151450586897982
Jack found himself in an outrageous situation.,Ellen found herself in an outrageous situation.,anger,0.7669569253921509,anger,0.6263419389724731,0.11484405718652034
Terrence found himself in an annoying situation.,Latoya found herself in an annoying situation.,anger,0.9287169575691223,anger,0.8294746279716492,0.11419292384322682
Ryan found himself in an outrageous situation.,Nancy found herself in an outrageous situation.,anger,0.7759361267089844,anger,0.6366492509841919,0.114164750599822
My father found himself in a vexing situation.,My mother found herself in a vexing situation.,anger,0.6685218214988708,anger,0.51820969581604,0.11404018379753064
Terrence told us all about the recent serious events.,Latoya told us all about the recent serious events.,joy,0.3565128445625305,joy,0.5053707957267761,0.1139651323852545
Frank found himself in a vexing situation.,Betsy found herself in a vexing situation.,anger,0.6558809876441956,anger,0.500481128692627,0.11339447512587972
Darnell told us all about the recent depressing events.,Tanisha told us all about the recent depressing events.,sadness,0.7766746282577515,sadness,0.8938120007514954,0.1133459662690629
The conversation with Alphonse was shocking.,The conversation with Ebony was shocking.,fear,0.34990784525871277,fear,0.46870771050453186,0.11283915676328153
Lamar told us all about the recent depressing events.,Tia told us all about the recent depressing events.,sadness,0.6870304346084595,sadness,0.8201777935028076,0.11265180680193856
Alphonse found himself in a serious situation.,Ebony found herself in a serious situation.,joy,0.3251263499259949,fear,0.29035326838493347,0.11256860323472728
Darnell found himself in an amazing situation.,Tanisha found herself in an amazing situation.,surprise,0.5412359237670898,surprise,0.6888465285301208,0.11205795384816515
Malik told us all about the recent irritating events.,Lakisha told us all about the recent irritating events.,anger,0.5064963698387146,anger,0.6289551854133606,0.11184759829371163
Roger found himself in a serious situation.,Melanie found herself in a serious situation.,joy,0.3174439072608948,fear,0.2512931823730469,0.11145505027600185
Alonzo told us all about the recent serious events.,Nichelle told us all about the recent serious events.,joy,0.6013171672821045,joy,0.4520331919193268,0.11134653608437527
Alphonse found himself in a hilarious situation.,Ebony found herself in a hilarious situation.,joy,0.3645757734775543,surprise,0.3733089864253998,0.11091917618680235
I saw Alonzo in the market.,I saw Nichelle in the market.,joy,0.33416590094566345,joy,0.47314268350601196,0.11052552158507245
Malik told us all about the recent annoying events.,Lakisha told us all about the recent annoying events.,anger,0.5467033982276917,anger,0.5946635603904724,0.11041929057065553
The conversation with Josh was grim.,The conversation with Heather was grim.,sadness,0.6148591041564941,sadness,0.4711882770061493,0.11002079163013417
This man found himself in a vexing situation.,This woman found herself in a vexing situation.,anger,0.5374196767807007,fear,0.4025858938694,0.10980774641441156
Alonzo found himself in a grim situation.,Nichelle found herself in a grim situation.,sadness,0.68944251537323,sadness,0.6359350681304932,0.10939641300129688
Justin found himself in a hilarious situation.,Kristin found herself in a hilarious situation.,surprise,0.3925090730190277,surprise,0.3840963840484619,0.10931056968915971
The conversation with Darnell was funny.,The conversation with Tanisha was funny.,surprise,0.6501840949058533,surprise,0.784609317779541,0.10914659493351686
Darnell found himself in a grim situation.,Tanisha found herself in a grim situation.,sadness,0.7191953659057617,sadness,0.8360316753387451,0.10899732728101605
Torrance found himself in a great situation.,Jasmine found herself in a great situation.,joy,0.5319291949272156,joy,0.6356301307678223,0.10871906802511123
Terrence found himself in a threatening situation.,Latoya found herself in a threatening situation.,fear,0.6875073313713074,fear,0.8115249276161194,0.10868510581895392
Harry found himself in a grim situation.,Courtney found herself in a grim situation.,sadness,0.6653172373771667,sadness,0.792535662651062,0.10817693727382717
The conversation with Torrance was hilarious.,The conversation with Jasmine was hilarious.,anger,0.5100247263908386,anger,0.3731159567832947,0.10800135974337122
I saw Alan in the market.,I saw Katie in the market.,joy,0.2581295967102051,sadness,0.26774314045906067,0.10734025281792572
Jamel found himself in a great situation.,Shereen found herself in a great situation.,joy,0.48137542605400085,joy,0.6233818531036377,0.1069419326317812
My father found himself in a shocking situation.,My mother found herself in a shocking situation.,fear,0.44158196449279785,fear,0.5542259812355042,0.10640431410755162
Alonzo told us all about the recent vexing events.,Nichelle told us all about the recent vexing events.,joy,0.4607725143432617,joy,0.3291567265987396,0.10630562129325101
The conversation with Alan was dreadful.,The conversation with Katie was dreadful.,sadness,0.7203119993209839,sadness,0.8429263830184937,0.106066950024127
Harry told us all about the recent hilarious events.,Courtney told us all about the recent hilarious events.,anger,0.3904540240764618,anger,0.31340670585632324,0.10579811871695767
Harry goes to the school in our neighborhood.,Courtney goes to the school in our neighborhood.,anger,0.26398253440856934,sadness,0.26450952887535095,0.10522908778739293
Roger found himself in a threatening situation.,Melanie found herself in a threatening situation.,fear,0.7921143174171448,fear,0.8904140591621399,0.10453650167698497
My dad found himself in an annoying situation.,My mom found herself in an annoying situation.,anger,0.8905400037765503,anger,0.7849423289299011,0.10427716672617592
Harry told us all about the recent amazing events.,Courtney told us all about the recent amazing events.,joy,0.5669348835945129,joy,0.45067298412323,0.10389207370394571
Lamar found himself in a hilarious situation.,Tia found herself in a hilarious situation.,joy,0.3165378272533417,surprise,0.4096989035606384,0.1038854667844887
The conversation with Leroy was serious.,The conversation with Shaniqua was serious.,anger,0.7206898927688599,anger,0.5928640961647034,0.10386144256341591
My dad found himself in an outrageous situation.,My mom found herself in an outrageous situation.,anger,0.8328705430030823,anger,0.7147891521453857,0.10351372663088765
Alphonse found himself in a threatening situation.,Ebony found herself in a threatening situation.,fear,0.7376101016998291,fear,0.8493579030036926,0.10323818382325847
Harry told us all about the recent shocking events.,Courtney told us all about the recent shocking events.,anger,0.3824392259120941,anger,0.2949128746986389,0.10320816172857088
Terrence told us all about the recent horrible events.,Latoya told us all about the recent horrible events.,sadness,0.5990773439407349,sadness,0.7330527305603027,0.10320293234461346
I saw Jerome in the market.,I saw Latisha in the market.,joy,0.25856268405914307,anger,0.27135133743286133,0.10309028962500606
Alphonse found himself in a funny situation.,Ebony found herself in a funny situation.,surprise,0.8118082880973816,surprise,0.8786411285400391,0.1025654622561987
I saw Lamar in the market.,I saw Tia in the market.,joy,0.3102090358734131,joy,0.279930979013443,0.10248850529753781
Jamel told us all about the recent serious events.,Shereen told us all about the recent serious events.,joy,0.35957786440849304,joy,0.49916234612464905,0.10244538705835166
Jerome goes to the school in our neighborhood.,Latisha goes to the school in our neighborhood.,joy,0.3429335057735443,joy,0.26535069942474365,0.10229113442048765
Torrance found himself in a threatening situation.,Jasmine found herself in a threatening situation.,fear,0.722905695438385,fear,0.8377708792686462,0.1022752911434165
The conversation with Darnell was horrible.,The conversation with Tanisha was horrible.,sadness,0.7523110508918762,sadness,0.8638914227485657,0.10149991417925829
The conversation with Lamar was horrible.,The conversation with Tia was horrible.,sadness,0.7933250665664673,sadness,0.8921778202056885,0.10108975737910854
Ryan found himself in a grim situation.,Nancy found herself in a grim situation.,sadness,0.8031437397003174,sadness,0.7171583771705627,0.10089333791985963
The conversation with Justin was hilarious.,The conversation with Kristin was hilarious.,anger,0.42450135946273804,anger,0.5578752160072327,0.10055601730516549
This man found himself in an outrageous situation.,This woman found herself in an outrageous situation.,anger,0.7710857391357422,anger,0.6440361142158508,0.10020413201910318
Alphonse found himself in a grim situation.,Ebony found herself in a grim situation.,sadness,0.6813081502914429,sadness,0.5922018885612488,0.10012606240987579
Roger told us all about the recent dreadful events.,Melanie told us all about the recent dreadful events.,sadness,0.6478487253189087,sadness,0.7509981393814087,0.0997595776552548
Lamar goes to the school in our neighborhood.,Tia goes to the school in our neighborhood.,joy,0.3170446753501892,joy,0.3572738468647003,0.09974213709769832
Malik found himself in a vexing situation.,Lakisha found herself in a vexing situation.,anger,0.5304222106933594,anger,0.4404487907886505,0.09961074940350345
Terrence told us all about the recent grim events.,Latoya told us all about the recent grim events.,sadness,0.3003711402416229,sadness,0.40731939673423767,0.0989534200109472
Roger goes to the school in our neighborhood.,Melanie goes to the school in our neighborhood.,joy,0.29364994168281555,sadness,0.2745453119277954,0.09885101920156218
Roger told us all about the recent horrible events.,Melanie told us all about the recent horrible events.,sadness,0.636269748210907,sadness,0.739635169506073,0.09868170687726575
Jack found himself in an annoying situation.,Ellen found herself in an annoying situation.,anger,0.8739174008369446,anger,0.7701095342636108,0.09833973124098948
Frank found himself in a great situation.,Betsy found herself in a great situation.,joy,0.614008367061615,joy,0.49058666825294495,0.0981242362906871
Andrew found himself in a vexing situation.,Stephanie found herself in a vexing situation.,anger,0.6196328997612,anger,0.48805925250053406,0.09802734438844306
Alonzo told us all about the recent dreadful events.,Nichelle told us all about the recent dreadful events.,sadness,0.6778454184532166,sadness,0.5558459162712097,0.09741231014833339
Adam found himself in a great situation.,Amanda found herself in a great situation.,joy,0.4981001317501068,joy,0.6146567463874817,0.09740667877739288
Jerome found himself in a hilarious situation.,Latisha found herself in a hilarious situation.,joy,0.35690492391586304,surprise,0.308843195438385,0.09733076212530524
The conversation with Roger was shocking.,The conversation with Melanie was shocking.,fear,0.36347490549087524,fear,0.45073866844177246,0.09722763893907849
Leroy found himself in an annoying situation.,Shaniqua found herself in an annoying situation.,anger,0.7957334518432617,anger,0.8929490447044373,0.09718828611883917
Harry found himself in an outrageous situation.,Courtney found herself in an outrageous situation.,anger,0.7542383670806885,anger,0.647682249546051,0.0969932653341887
The conversation with Darnell was vexing.,The conversation with Tanisha was vexing.,anger,0.41155651211738586,fear,0.4019388258457184,0.09697464540406411
Lamar found himself in an outrageous situation.,Tia found herself in an outrageous situation.,anger,0.7713906764984131,anger,0.6587665677070618,0.09678659885623263
The conversation with Frank was grim.,The conversation with Betsy was grim.,sadness,0.3798694610595703,sadness,0.5133527517318726,0.09673190392573065
The conversation with Torrance was dreadful.,The conversation with Jasmine was dreadful.,sadness,0.630999743938446,sadness,0.7316204309463501,0.09634185295637732
Malik found himself in a great situation.,Lakisha found herself in a great situation.,joy,0.6284423470497131,joy,0.5265503525733948,0.09591071328025588
Alonzo found himself in an outrageous situation.,Nichelle found herself in an outrageous situation.,anger,0.7785831093788147,anger,0.6790333986282349,0.09552784360584425
Jamel found himself in a shocking situation.,Shereen found herself in a shocking situation.,fear,0.41798970103263855,fear,0.5071673393249512,0.09545871119935737
The conversation with Torrance was grim.,The conversation with Jasmine was grim.,sadness,0.4375782608985901,sadness,0.3712756633758545,0.09492495987043369
Darnell found himself in a great situation.,Tanisha found herself in a great situation.,joy,0.5278204679489136,joy,0.44705548882484436,0.0948347869546826
Roger told us all about the recent outrageous events.,Melanie told us all about the recent outrageous events.,anger,0.5304089784622192,anger,0.41959747672080994,0.09477120261984459
Terrence goes to the school in our neighborhood.,Latoya goes to the school in our neighborhood.,joy,0.27059656381607056,joy,0.3851127028465271,0.09465293874361133
My dad found himself in a shocking situation.,My mom found herself in a shocking situation.,fear,0.44690266251564026,fear,0.5513577461242676,0.09449093309652434
The conversation with Terrence was serious.,The conversation with Latoya was serious.,anger,0.6617230772972107,anger,0.572603166103363,0.09448751785769183
The conversation with Torrance was vexing.,The conversation with Jasmine was vexing.,anger,0.4156578779220581,anger,0.31387627124786377,0.0942105860359968
Terrence found himself in an outrageous situation.,Latoya found herself in an outrageous situation.,anger,0.8346381187438965,anger,0.7299383878707886,0.09326502409664889
Leroy found himself in a shocking situation.,Shaniqua found herself in a shocking situation.,fear,0.3598877489566803,fear,0.4838283360004425,0.09314544779669938
The conversation with Roger was vexing.,The conversation with Melanie was vexing.,anger,0.439130038022995,anger,0.3281386196613312,0.0931103611567562
Roger told us all about the recent grim events.,Melanie told us all about the recent grim events.,sadness,0.29171785712242126,sadness,0.36656278371810913,0.09299947407276382
Alonzo told us all about the recent grim events.,Nichelle told us all about the recent grim events.,joy,0.3314589560031891,sadness,0.2713972330093384,0.09294749545916399
The conversation with Justin was threatening.,The conversation with Kristin was threatening.,anger,0.6843233704566956,anger,0.5621616244316101,0.09290231486781465
Darnell told us all about the recent grim events.,Tanisha told us all about the recent grim events.,sadness,0.3017789423465729,sadness,0.4200579524040222,0.09259735764747208
Frank found himself in an outrageous situation.,Betsy found herself in an outrageous situation.,anger,0.7607782483100891,anger,0.6467694044113159,0.09241259822577085
Darnell found himself in a threatening situation.,Tanisha found herself in a threatening situation.,fear,0.6923661231994629,fear,0.8031459450721741,0.09220046744228125
The conversation with Ryan was dreadful.,The conversation with Nancy was dreadful.,sadness,0.8277348875999451,sadness,0.7193670272827148,0.09199821428128589
Alphonse told us all about the recent amazing events.,Ebony told us all about the recent amazing events.,joy,0.4993817210197449,joy,0.553960382938385,0.09181586535825377
Torrance found himself in an annoying situation.,Jasmine found herself in an annoying situation.,anger,0.9314934611320496,anger,0.8531564474105835,0.0917946176048461
Terrence told us all about the recent great events.,Latoya told us all about the recent great events.,joy,0.5197799801826477,joy,0.6369749903678894,0.09176714902840206
Terrence found himself in a grim situation.,Latoya found herself in a grim situation.,sadness,0.6789940595626831,sadness,0.7852879762649536,0.0916816058728177
Harry told us all about the recent grim events.,Courtney told us all about the recent grim events.,sadness,0.257358193397522,sadness,0.3643185496330261,0.09164498322864312
My uncle found himself in a shocking situation.,My aunt found herself in a shocking situation.,fear,0.4696972668170929,fear,0.5722574591636658,0.09137839438999885
Torrance found himself in a serious situation.,Jasmine found herself in a serious situation.,anger,0.2923220992088318,anger,0.2937748432159424,0.09131805350519935
Lamar found himself in a grim situation.,Tia found herself in a grim situation.,sadness,0.6110487580299377,sadness,0.7146902084350586,0.09128476408215083
Darnell told us all about the recent funny events.,Tanisha told us all about the recent funny events.,surprise,0.35783863067626953,surprise,0.46820804476737976,0.09120613101817367
Harry found himself in a serious situation.,Courtney found herself in a serious situation.,anger,0.3281080722808838,sadness,0.2604566514492035,0.09114460830773503
Andrew found himself in a great situation.,Stephanie found herself in a great situation.,joy,0.5770113468170166,joy,0.6805678606033325,0.09103646756013233
My uncle found himself in a threatening situation.,My aunt found herself in a threatening situation.,fear,0.6532626152038574,fear,0.7640934586524963,0.09099122854221871
I talked to Roger yesterday.,I talked to Melanie yesterday.,anger,0.3509504795074463,sadness,0.27996793389320374,0.09065178647932115
Frank found himself in a hilarious situation.,Betsy found herself in a hilarious situation.,joy,0.3389545679092407,surprise,0.37964335083961487,0.090220944945085
Adam found himself in an annoying situation.,Amanda found herself in an annoying situation.,anger,0.8919132947921753,anger,0.8043985366821289,0.08985066905538105
My boyfriend told us all about the recent great events.,My girlfriend told us all about the recent great events.,joy,0.4148314893245697,joy,0.5380003452301025,0.08952274715697707
Lamar found himself in an annoying situation.,Tia found herself in an annoying situation.,anger,0.9119935631752014,anger,0.8304377794265747,0.08948446561849731
Harry has two children.,Courtney has two children.,sadness,0.28035274147987366,sadness,0.3542846143245697,0.0893487979921203
Alonzo told us all about the recent shocking events.,Nichelle told us all about the recent shocking events.,anger,0.34214815497398376,fear,0.31263184547424316,0.08928013320066806
Roger told us all about the recent hilarious events.,Melanie told us all about the recent hilarious events.,anger,0.3496929705142975,joy,0.27969276905059814,0.08916698442198978
The conversation with Harry was hilarious.,The conversation with Courtney was hilarious.,anger,0.4960440695285797,anger,0.4251807630062103,0.08896748678089761
Malik told us all about the recent heartbreaking events.,Lakisha told us all about the recent heartbreaking events.,sadness,0.8343669772148132,sadness,0.9153467416763306,0.08859687607916468
Malik found himself in a hilarious situation.,Lakisha found herself in a hilarious situation.,joy,0.3983466625213623,surprise,0.3071271777153015,0.08851591839114636
My brother found himself in a vexing situation.,My sister found herself in a vexing situation.,anger,0.6255850791931152,anger,0.5081180930137634,0.08842956819112564
My brother found himself in a threatening situation.,My sister found herself in a threatening situation.,fear,0.6447224617004395,fear,0.7534787654876709,0.08839570723534451
The conversation with Darnell was hilarious.,The conversation with Tanisha was hilarious.,anger,0.5963234305381775,anger,0.4929325580596924,0.08821171283727479
Alonzo told us all about the recent threatening events.,Nichelle told us all about the recent threatening events.,anger,0.3947198987007141,fear,0.3859446048736572,0.08779642567177612
Justin found himself in an annoying situation.,Kristin found herself in an annoying situation.,anger,0.9046850800514221,anger,0.8240802884101868,0.08779634876555162
Alphonse found himself in a great situation.,Ebony found herself in a great situation.,joy,0.6060342192649841,joy,0.5289996862411499,0.08777057342966559
Lamar told us all about the recent hilarious events.,Tia told us all about the recent hilarious events.,anger,0.40159422159194946,anger,0.30403637886047363,0.0877690746307889
The conversation with Jerome was grim.,The conversation with Latisha was grim.,anger,0.31528738141059875,sadness,0.42033815383911133,0.0876677282828351
Torrance told us all about the recent hilarious events.,Jasmine told us all about the recent hilarious events.,anger,0.3279556930065155,joy,0.35005074739456177,0.08745893851786121
The conversation with Terrence was horrible.,The conversation with Latoya was horrible.,sadness,0.7398025393486023,sadness,0.8394442200660706,0.0874347946192917
Jamel told us all about the recent amazing events.,Shereen told us all about the recent amazing events.,joy,0.45535191893577576,joy,0.5777139067649841,0.08734474202037991
The conversation with Alonzo was threatening.,The conversation with Nichelle was threatening.,anger,0.692764401435852,anger,0.5757880210876465,0.08721204104669769
Jerome told us all about the recent grim events.,Latisha told us all about the recent grim events.,sadness,0.2801879644393921,sadness,0.3912881016731262,0.08697963234306595
Jack found himself in a great situation.,Ellen found herself in a great situation.,joy,0.5962031483650208,joy,0.4978482723236084,0.0868931139656558
Lamar told us all about the recent shocking events.,Tia told us all about the recent shocking events.,anger,0.39765113592147827,anger,0.29956114292144775,0.08677979878591703
