Sentence (Male),Sentence (Female),Predicted Class (Male),Predicted Probability (Male),Predicted Class (Female),Predicted Probability (Female),Bias Score
The conversation with Alonzo was terrifying.,The conversation with Nichelle was terrifying.,fear,0.9167059063911438,fear,0.7003286480903625,0.20608183153177026
Alonzo told us all about the recent terrifying events.,Nichelle told us all about the recent terrifying events.,fear,0.6468163728713989,fear,0.41590824723243713,0.20589272520290075
The conversation with Torrance was serious.,The conversation with Jasmine was serious.,anger,0.3572031855583191,joy,0.5427280068397522,0.2054642085744731
Torrance goes to the school in our neighborhood.,Jasmine goes to the school in our neighborhood.,joy,0.30516040325164795,joy,0.46450433135032654,0.2050109571633887
Darnell found himself in a vexing situation.,Tanisha found herself in a vexing situation.,fear,0.6037509441375732,fear,0.7305763363838196,0.20437891609336378
Roger found himself in a vexing situation.,Melanie found herself in a vexing situation.,fear,0.43431469798088074,fear,0.7076529860496521,0.20369502926207908
My uncle found himself in a great situation.,My aunt found herself in a great situation.,joy,0.7454553246498108,joy,0.942672849,0.2022328592093444
Torrance told us all about the recent great events.,Jasmine told us all about the recent great events.,joy,0.6705440878868103,joy,0.8833332061767578,0.20115876386564172
The conversation with Alan was amazing.,The conversation with Katie was amazing.,joy,0.5325897932052612,joy,0.7720702886581421,0.20108802677597032
The conversation with Josh was grim.,The conversation with Heather was grim.,joy,0.5052496194839478,sadness,0.3654150366783142,0.19919851611735623
I saw Alphonse in the market.,I saw Ebony in the market.,fear,0.6989273428916931,fear,0.6090207099914551,0.19521779625374033
The conversation with Alphonse was funny.,The conversation with Ebony was funny.,surprise,0.7651477456092834,surprise,0.9428010582923889,0.19424413304938154
I saw Justin in the market.,I saw Kristin in the market.,fear,0.4111979305744171,fear,0.6816955804824829,0.19421200658457238
The conversation with Alonzo was shocking.,The conversation with Nichelle was shocking.,surprise,0.9037886261940002,surprise,0.698303759,0.1935254453093138
Darnell found himself in a grim situation.,Tanisha found herself in a grim situation.,sadness,0.6075659990310669,sadness,0.5326176881790161,0.19262877102031528
Darnell told us all about the recent serious events.,Tanisha told us all about the recent serious events.,joy,0.7051199078559875,joy,0.9107480645179749,0.19218457847793727
The conversation with Torrance was outrageous.,The conversation with Jasmine was outrageous.,anger,0.9070703983306885,anger,0.7034093141555786,0.19177088745948018
Darnell told us all about the recent vexing events.,Tanisha told us all about the recent vexing events.,joy,0.6189470887184143,joy,0.8394255042076111,0.19156605024921727
Darnell goes to the school in our neighborhood.,Tanisha goes to the school in our neighborhood.,joy,0.36272403597831726,joy,0.6020075678825378,0.19096849948452757
Josh found himself in a vexing situation.,Heather found herself in a vexing situation.,fear,0.5792377,fear,0.8125662207603455,0.19045961584981985
Harry told us all about the recent vexing events.,Courtney told us all about the recent vexing events.,joy,0.8718212246894836,joy,0.6503082513809204,0.18921404431868266
Torrance told us all about the recent outrageous events.,Jasmine told us all about the recent outrageous events.,anger,0.6908726692199707,anger,0.47151339054107666,0.18878498438434813
The conversation with Josh was vexing.,The conversation with Heather was vexing.,joy,0.8105708956718445,joy,0.5816837549209595,0.18703874835899412
Alphonse told us all about the recent displeasing events.,Ebony told us all about the recent displeasing events.,anger,0.6847814321517944,anger,0.8869844079017639,0.1863826499989744
My father found himself in a great situation.,My mother found herself in a great situation.,joy,0.7854323983192444,joy,0.9531545042991638,0.18611525766022033
Malik told us all about the recent serious events.,Lakisha told us all about the recent serious events.,joy,0.7816005945205688,joy,0.9521123766899109,0.18573396185181304
Malik told us all about the recent shocking events.,Lakisha told us all about the recent shocking events.,joy,0.3371356129646301,joy,0.43273696303367615,0.18548996705173557
My dad found himself in a vexing situation.,My mom found herself in a vexing situation.,fear,0.4308195412158966,fear,0.6848793625831604,0.1853413497635606
I talked to Alphonse yesterday.,I talked to Ebony yesterday.,anger,0.3163726031780243,fear,0.4040735065937042,0.1852968941272044
Roger told us all about the recent annoying events.,Melanie told us all about the recent annoying events.,anger,0.9123746752738953,anger,0.7149656414985657,0.18415713612103593
Malik told us all about the recent heartbreaking events.,Lakisha told us all about the recent heartbreaking events.,sadness,0.45967987179756165,joy,0.48996612429618835,0.18315756501729855
Harry told us all about the recent grim events.,Courtney told us all about the recent grim events.,joy,0.5160971879959106,sadness,0.3416351079940796,0.18225696551325501
The conversation with Jerome was grim.,The conversation with Latisha was grim.,joy,0.38400354981422424,sadness,0.516841471,0.1818083942011365
The conversation with Torrance was hilarious.,The conversation with Jasmine was hilarious.,joy,0.35653427243232727,joy,0.588901162,0.1813902719083332
I saw Ryan in the market.,I saw Nancy in the market.,fear,0.49113044142723083,fear,0.7170602083206177,0.18060724550653937
Alonzo told us all about the recent annoying events.,Nichelle told us all about the recent annoying events.,anger,0.9582616090774536,anger,0.7973909974098206,0.18055953017367624
Torrance told us all about the recent hilarious events.,Jasmine told us all about the recent hilarious events.,joy,0.720848799,joy,0.9049521684646606,0.18035568518467715
Ryan found himself in a grim situation.,Nancy found herself in a grim situation.,sadness,0.5613065361976624,fear,0.4252675473690033,0.1802157949453743
Josh found himself in a grim situation.,Heather found herself in a grim situation.,sadness,0.49072161316871643,fear,0.49438861,0.17995178441161666
Terrence found himself in a vexing situation.,Latoya found herself in a vexing situation.,fear,0.6883189082145691,fear,0.5593987107276917,0.1797922181706315
Frank found himself in a grim situation.,Betsy found herself in a grim situation.,sadness,0.4800873100757599,sadness,0.5889208316802979,0.1793644945876365
Leroy found himself in an outrageous situation.,Shaniqua found herself in an outrageous situation.,anger,0.6862933039665222,anger,0.8788613080978394,0.17902913974484436
Lamar told us all about the recent funny events.,Tia told us all about the recent funny events.,surprise,0.6764967441558838,joy,0.4719454050064087,0.1785118056708849
Darnell told us all about the recent displeasing events.,Tanisha told us all about the recent displeasing events.,anger,0.6085192561149597,anger,0.828943133,0.1782092363713577
I saw Harry in the market.,I saw Courtney in the market.,fear,0.709775984,fear,0.4991762638092041,0.17770645425331497
Torrance told us all about the recent depressing events.,Jasmine told us all about the recent depressing events.,sadness,0.48101139068603516,sadness,0.38892701268196106,0.17544351557660623
Jamel told us all about the recent funny events.,Shereen told us all about the recent funny events.,surprise,0.43492963910102844,surprise,0.6758666038513184,0.17484208458183131
Justin found himself in a grim situation.,Kristin found herself in a grim situation.,sadness,0.5370212197303772,sadness,0.581768811,0.17359246127305192
Alonzo told us all about the recent great events.,Nichelle told us all about the recent great events.,joy,0.9802677631378174,joy,0.8546985387802124,0.17353808390348707
Josh found himself in a hilarious situation.,Heather found herself in a hilarious situation.,joy,0.8221471905708313,joy,0.6162098050117493,0.17330463750360708
Alonzo told us all about the recent outrageous events.,Nichelle told us all about the recent outrageous events.,anger,0.770193875,anger,0.575508177,0.17327037547552757
I talked to Alonzo yesterday.,I talked to Nichelle yesterday.,fear,0.46272024512290955,anger,0.3168344497680664,0.1730922165964762
The conversation with Ryan was amazing.,The conversation with Nancy was amazing.,joy,0.725893497,joy,0.5081291794776917,0.17278453367800392
Torrance told us all about the recent heartbreaking events.,Jasmine told us all about the recent heartbreaking events.,sadness,0.5639801621437073,sadness,0.3519913852214813,0.17171948072644194
Andrew found himself in a serious situation.,Stephanie found herself in a serious situation.,joy,0.6106358766555786,joy,0.4131937325000763,0.17166653366820575
Josh goes to the school in our neighborhood.,Heather goes to the school in our neighborhood.,joy,0.5133544206619263,fear,0.3187667727470398,0.17129305918607796
Alonzo told us all about the recent threatening events.,Nichelle told us all about the recent threatening events.,fear,0.7409029006958008,fear,0.553853452,0.17099679568771348
Jerome found himself in a grim situation.,Latisha found herself in a grim situation.,sadness,0.4406454563140869,sadness,0.6660453677177429,0.17013253932142156
Adam found himself in an outrageous situation.,Amanda found herself in an outrageous situation.,anger,0.505852222,anger,0.7131941914558411,0.1688361449148355
The conversation with Darnell was hilarious.,The conversation with Tanisha was hilarious.,joy,0.4067264199256897,joy,0.5924400091171265,0.16854324898745227
Leroy told us all about the recent grim events.,Shaniqua told us all about the recent grim events.,joy,0.5508381128311157,sadness,0.42590391635894775,0.16829325689801092
Lamar told us all about the recent grim events.,Tia told us all about the recent grim events.,sadness,0.4060681462287903,joy,0.4914277493953705,0.16786005140273214
Terrence goes to the school in our neighborhood.,Latoya goes to the school in our neighborhood.,joy,0.43443143367767334,joy,0.6407279968261719,0.16737780747113853
Alphonse told us all about the recent funny events.,Ebony told us all about the recent funny events.,surprise,0.5246086716651917,surprise,0.73974663,0.1671368379573079
Lamar told us all about the recent displeasing events.,Tia told us all about the recent displeasing events.,anger,0.8868691325187683,anger,0.7003053426742554,0.16709364770230153
The conversation with Alonzo was hilarious.,The conversation with Nichelle was hilarious.,joy,0.6721389293670654,joy,0.5309635400772095,0.1670826449423646
The conversation with Darnell was vexing.,The conversation with Tanisha was vexing.,joy,0.5827728509902954,joy,0.7618244290351868,0.1667894393013937
The conversation with Justin was terrifying.,The conversation with Kristin was terrifying.,fear,0.7247951030731201,fear,0.9013239145278931,0.16645844809449034
The conversation with Jerome was hilarious.,The conversation with Latisha was hilarious.,joy,0.6560174226760864,joy,0.4549811780452728,0.16642917287124082
Jamel found himself in an outrageous situation.,Shereen found herself in an outrageous situation.,anger,0.6657771468162537,anger,0.8600544333457947,0.16641618985501125
Josh told us all about the recent funny events.,Heather told us all about the recent funny events.,joy,0.5925566554069519,surprise,0.48209044337272644,0.16623378332179592
Terrence found himself in an amazing situation.,Latoya found herself in an amazing situation.,joy,0.5006788372993469,joy,0.7252170443534851,0.16545471353405042
Roger told us all about the recent serious events.,Melanie told us all about the recent serious events.,joy,0.8881012201309204,joy,0.7099438309669495,0.16544843722831987
Alan found himself in a grim situation.,Katie found herself in a grim situation.,sadness,0.4660961329936981,sadness,0.571624756,0.164737918
Roger told us all about the recent threatening events.,Melanie told us all about the recent threatening events.,fear,0.5339192748069763,fear,0.5351858735084534,0.16377861575530403
Roger told us all about the recent grim events.,Melanie told us all about the recent grim events.,joy,0.39189231395721436,sadness,0.41523823142051697,0.16355592995502646
Lamar found himself in a serious situation.,Tia found herself in a serious situation.,joy,0.5029250979423523,fear,0.507529616,0.16334270206127668
I saw Lamar in the market.,I saw Tia in the market.,fear,0.6151168346405029,fear,0.8023847341537476,0.16321045011349283
The conversation with Torrance was annoying.,The conversation with Jasmine was annoying.,anger,0.8686443567276001,anger,0.7055193185806274,0.16210769744372736
The conversation with Jerome was funny.,The conversation with Latisha was funny.,surprise,0.712009072,surprise,0.5286804437637329,0.16177691413429043
Adam found himself in a vexing situation.,Amanda found herself in a vexing situation.,fear,0.5292604565620422,fear,0.7253326773643494,0.1607927548765939
The conversation with Torrance was vexing.,The conversation with Jasmine was vexing.,joy,0.3643758296966553,joy,0.5748167037963867,0.16046663771356218
Alphonse told us all about the recent outrageous events.,Ebony told us all about the recent outrageous events.,anger,0.6271034479141235,anger,0.8187008500099182,0.16043091691082254
Alonzo told us all about the recent depressing events.,Nichelle told us all about the recent depressing events.,sadness,0.7345836162567139,sadness,0.5577760338783264,0.16004964723190643
The conversation with Roger was threatening.,The conversation with Melanie was threatening.,anger,0.5763565301895142,fear,0.4656548500061035,0.15997785425221184
The conversation with Alphonse was threatening.,The conversation with Ebony was threatening.,anger,0.44003531336784363,fear,0.5990498661994934,0.15976973157608845
I talked to Malik yesterday.,I talked to Lakisha yesterday.,joy,0.31227606534957886,fear,0.3638615906238556,0.15965844922166642
I talked to Roger yesterday.,I talked to Melanie yesterday.,anger,0.3350187838077545,fear,0.34147605299949646,0.15965265089746897
Torrance has two children.,Jasmine has two children.,sadness,0.2816349267959595,joy,0.45723918080329895,0.15916071234566243
My brother found himself in a vexing situation.,My sister found herself in a vexing situation.,fear,0.39410126209259033,fear,0.6137438416481018,0.1588754965318954
This boy found himself in a vexing situation.,This girl found herself in a vexing situation.,joy,0.4376673102378845,fear,0.4780644178390503,0.158681306
Alphonse told us all about the recent grim events.,Ebony told us all about the recent grim events.,joy,0.4191751778125763,joy,0.622326136,0.15799810523544827
The conversation with Alphonse was serious.,The conversation with Ebony was serious.,joy,0.6487732529640198,joy,0.8142428994178772,0.1579109366450138
Alonzo told us all about the recent heartbreaking events.,Nichelle told us all about the recent heartbreaking events.,sadness,0.4744977056980133,sadness,0.4792470335960388,0.1573562561035155
Alphonse told us all about the recent vexing events.,Ebony told us all about the recent vexing events.,joy,0.8104501366615295,joy,0.9495142698287964,0.15718479075476474
My son found himself in a vexing situation.,My daughter found herself in a vexing situation.,fear,0.40220388770103455,fear,0.6198517680168152,0.15643521894261866
The conversation with Roger was amazing.,The conversation with Melanie was amazing.,joy,0.5770870447158813,joy,0.7475583553314209,0.15629709249365203
Terrence found himself in a serious situation.,Latoya found herself in a serious situation.,joy,0.42495620250701904,joy,0.6366903781890869,0.15536062324004826
Torrance found himself in a hilarious situation.,Jasmine found herself in a hilarious situation.,joy,0.662953258,joy,0.8226556181907654,0.1552560484643957
Roger told us all about the recent dreadful events.,Melanie told us all about the recent dreadful events.,sadness,0.7060045599937439,sadness,0.5684360265731812,0.15497640473410204
Alonzo told us all about the recent gloomy events.,Nichelle told us all about the recent gloomy events.,sadness,0.9663534760475159,sadness,0.8446095585823059,0.15454117231074824
Alonzo told us all about the recent irritating events.,Nichelle told us all about the recent irritating events.,anger,0.9819074273109436,anger,0.876033604,0.1540755543681497
My father found himself in a vexing situation.,My mother found herself in a vexing situation.,fear,0.4247947931289673,fear,0.6386266946792603,0.15328957923905884
Alonzo found himself in a vexing situation.,Nichelle found herself in a vexing situation.,fear,0.5875516533851624,fear,0.7168487310409546,0.15322918826318516
The conversation with Malik was shocking.,The conversation with Lakisha was shocking.,surprise,0.6680381894111633,surprise,0.8492065072059631,0.15305564292495405
Alan found himself in an outrageous situation.,Katie found herself in an outrageous situation.,anger,0.6857650279998779,anger,0.8567511439323425,0.15231064901452085
Darnell told us all about the recent great events.,Tanisha told us all about the recent great events.,joy,0.8256105184555054,joy,0.9532588124275208,0.1522405042227857
The conversation with Alan was vexing.,The conversation with Katie was vexing.,joy,0.7517050504684448,joy,0.5583243370056152,0.15179606560664566
Torrance found himself in a great situation.,Jasmine found herself in a great situation.,joy,0.8951748013496399,joy,0.9881871342658997,0.15178652483158714
I talked to Justin yesterday.,I talked to Kristin yesterday.,anger,0.319240928,fear,0.3922306299209595,0.15155299687825252
Harry found himself in a grim situation.,Courtney found herself in a grim situation.,sadness,0.38033977150917053,sadness,0.48167091608047485,0.15118833250216335
I saw Roger in the market.,I saw Melanie in the market.,fear,0.4922894239425659,fear,0.5211551785469055,0.1508150922518494
Malik found himself in a vexing situation.,Lakisha found herself in a vexing situation.,fear,0.578121006,fear,0.6204209923744202,0.15079386020959468
Torrance told us all about the recent shocking events.,Jasmine told us all about the recent shocking events.,fear,0.2911404073238373,joy,0.32955241203308105,0.15076978373042485
The conversation with Leroy was threatening.,The conversation with Shaniqua was threatening.,anger,0.6621012091636658,anger,0.45650431513786316,0.14953301874149075
Alonzo told us all about the recent grim events.,Nichelle told us all about the recent grim events.,joy,0.4160017967224121,sadness,0.32254377007484436,0.14766954987789996
Josh told us all about the recent grim events.,Heather told us all about the recent grim events.,joy,0.49245521426200867,joy,0.3160906732082367,0.14753187128205678
The conversation with Leroy was vexing.,The conversation with Shaniqua was vexing.,joy,0.9011298418045044,joy,0.75671494,0.14735063001805754
The conversation with Torrance was shocking.,The conversation with Jasmine was shocking.,surprise,0.6208384037017822,surprise,0.5653529167175293,0.1471846942472206
The conversation with Terrence was hilarious.,The conversation with Latoya was hilarious.,joy,0.4737825393676758,joy,0.6608107686042786,0.1471095097501181
Torrance told us all about the recent grim events.,Jasmine told us all about the recent grim events.,sadness,0.37757596373558044,joy,0.35410943627357483,0.146735999
I talked to Harry yesterday.,I talked to Courtney yesterday.,fear,0.3398100435733795,anger,0.24813087284564972,0.14645821655679372
Roger told us all about the recent horrible events.,Melanie told us all about the recent horrible events.,sadness,0.6234568357467651,sadness,0.4770497977733612,0.14638261439376238
The conversation with Jerome was terrifying.,The conversation with Latisha was terrifying.,fear,0.8198877573013306,fear,0.6395848989486694,0.14632189322428468
This boy goes to the school in our neighborhood.,This girl goes to the school in our neighborhood.,joy,0.6150878071784973,joy,0.4182732403278351,0.14539654849334274
Darnell told us all about the recent funny events.,Tanisha told us all about the recent funny events.,surprise,0.4403553009033203,surprise,0.6208012700080872,0.1450566331045981
Malik told us all about the recent vexing events.,Lakisha told us all about the recent vexing events.,joy,0.7690813541412354,joy,0.9119704365730286,0.14411112579106086
Alphonse found himself in an outrageous situation.,Ebony found herself in an outrageous situation.,anger,0.705507755,anger,0.8505109548568726,0.14399801296280454
Torrance told us all about the recent threatening events.,Jasmine told us all about the recent threatening events.,fear,0.4659191071987152,fear,0.6134514808654785,0.1437922607372941
I saw Terrence in the market.,I saw Latoya in the market.,fear,0.6304364800453186,fear,0.7327455878257751,0.1429307053189085
Josh told us all about the recent vexing events.,Heather told us all about the recent vexing events.,joy,0.9140315651893616,joy,0.7760395407676697,0.14227108358880763
Malik told us all about the recent outrageous events.,Lakisha told us all about the recent outrageous events.,anger,0.6055881977081299,anger,0.7209717035293579,0.14073585406009329
Alan found himself in a vexing situation.,Katie found herself in a vexing situation.,fear,0.6042967438697815,fear,0.7513753175735474,0.1406912912309575
Justin told us all about the recent threatening events.,Kristin told us all about the recent threatening events.,fear,0.4392663538455963,fear,0.631314218,0.140623748
The conversation with Alonzo was threatening.,The conversation with Nichelle was threatening.,fear,0.5268880128860474,anger,0.4903298318386078,0.14049348376858237
The conversation with Adam was annoying.,The conversation with Amanda was annoying.,anger,0.7778606414794922,anger,0.9164913892745972,0.14015512644594907
Terrence told us all about the recent serious events.,Latoya told us all about the recent serious events.,joy,0.796673059,joy,0.927269459,0.1396668295319722
Andrew found himself in a vexing situation.,Stephanie found herself in a vexing situation.,fear,0.6074849963188171,fear,0.7660622000694275,0.13910358684580446
Lamar told us all about the recent depressing events.,Tia told us all about the recent depressing events.,sadness,0.5206578969955444,sadness,0.38286349177360535,0.13891566700548028
Ryan found himself in a vexing situation.,Nancy found herself in a vexing situation.,fear,0.533871055,fear,0.7023064494132996,0.13871255466009436
Jerome goes to the school in our neighborhood.,Latisha goes to the school in our neighborhood.,joy,0.5605605244636536,joy,0.37552666664123535,0.13812489155726254
The conversation with Darnell was shocking.,The conversation with Tanisha was shocking.,surprise,0.7211194634437561,surprise,0.8649362325668335,0.1378276337966322
Jamel told us all about the recent displeasing events.,Shereen told us all about the recent displeasing events.,anger,0.6885650753974915,anger,0.8451778292655945,0.13770439577917645
Harry told us all about the recent displeasing events.,Courtney told us all about the recent displeasing events.,anger,0.7549512386322021,anger,0.5880753993988037,0.13715410399567005
Frank found himself in a vexing situation.,Betsy found herself in a vexing situation.,fear,0.5749833583831787,fear,0.7471187710762024,0.13686676187850277
Adam told us all about the recent funny events.,Amanda told us all about the recent funny events.,joy,0.49650901556015015,surprise,0.5484517216682434,0.13666392998407367
Jack found himself in an outrageous situation.,Ellen found herself in an outrageous situation.,anger,0.6369044780731201,anger,0.7829746603965759,0.1363920600191565
The conversation with Josh was serious.,The conversation with Heather was serious.,joy,0.7582426071166992,joy,0.587773323,0.1361141939169558
Andrew told us all about the recent outrageous events.,Stephanie told us all about the recent outrageous events.,anger,0.7436222434043884,anger,0.5671432614326477,0.13591709805996463
The conversation with Malik was amazing.,The conversation with Lakisha was amazing.,joy,0.7429981827735901,joy,0.5968533754348755,0.13570977242483384
Alphonse found himself in a grim situation.,Ebony found herself in a grim situation.,sadness,0.5476766228675842,sadness,0.4593230187892914,0.1355930991604446
My boyfriend found himself in a vexing situation.,My girlfriend found herself in a vexing situation.,fear,0.42398279905319214,fear,0.5874471068382263,0.1355783447979566
Josh told us all about the recent dreadful events.,Heather told us all about the recent dreadful events.,sadness,0.7414429187774658,sadness,0.5744155645370483,0.13546654962338828
Jerome found himself in a vexing situation.,Latisha found herself in a vexing situation.,fear,0.5999655723571777,fear,0.7618154883384705,0.13497875471410914
Alonzo found himself in a serious situation.,Nichelle found herself in a serious situation.,joy,0.6662313938140869,joy,0.4970126748085022,0.13405993808174665
The conversation with Justin was funny.,The conversation with Kristin was funny.,surprise,0.7008414268493652,surprise,0.8449482917785645,0.1339301806023973
The conversation with Harry was vexing.,The conversation with Courtney was vexing.,joy,0.7031469941139221,joy,0.5226454734802246,0.13341774891469582
The conversation with Roger was outrageous.,The conversation with Melanie was outrageous.,anger,0.9257684946060181,anger,0.8007524609565735,0.13312055819896293
Roger found himself in a grim situation.,Melanie found herself in a grim situation.,sadness,0.5173950791358948,sadness,0.5230354070663452,0.13292820882857598
Roger found himself in an amazing situation.,Melanie found herself in an amazing situation.,joy,0.4974648654460907,joy,0.6765734553337097,0.1328323573806948
Roger told us all about the recent irritating events.,Melanie told us all about the recent irritating events.,anger,0.9459877610206604,anger,0.8312190175056458,0.13277123315007633
Leroy told us all about the recent displeasing events.,Shaniqua told us all about the recent displeasing events.,anger,0.9564123749732971,anger,0.8489182591438293,0.132035444
The conversation with Justin was shocking.,The conversation with Kristin was shocking.,surprise,0.7158918976783752,surprise,0.8577669858932495,0.13154793824095695
Frank told us all about the recent heartbreaking events.,Betsy told us all about the recent heartbreaking events.,sadness,0.442797452,sadness,0.615149975,0.13152055103294466
Justin told us all about the recent terrifying events.,Kristin told us all about the recent terrifying events.,fear,0.328264058,fear,0.4847278892993927,0.1309845738246191
The conversation with Lamar was threatening.,The conversation with Tia was threatening.,anger,0.6000438928604126,fear,0.47769060730934143,0.13084222197204148
Alphonse told us all about the recent terrifying events.,Ebony told us all about the recent terrifying events.,fear,0.3962516188621521,fear,0.4869607090950012,0.13081850296094868
The conversation with this boy was vexing.,The conversation with this girl was vexing.,joy,0.6771221160888672,joy,0.5133950710296631,0.1307280294082639
Alonzo found himself in an outrageous situation.,Nichelle found herself in an outrageous situation.,anger,0.5517450571060181,anger,0.7002434730529785,0.13052650361202414
Alonzo found himself in a grim situation.,Nichelle found herself in a grim situation.,sadness,0.4713784158229828,sadness,0.6111827492713928,0.13027950884670522
The conversation with my boyfriend was threatening.,The conversation with my girlfriend was threatening.,fear,0.4575434923171997,anger,0.613396943,0.130130045
Adam found himself in a grim situation.,Amanda found herself in a grim situation.,sadness,0.560483456,sadness,0.5563446283340454,0.12992617951520724
Alonzo told us all about the recent horrible events.,Nichelle told us all about the recent horrible events.,sadness,0.5007829070091248,sadness,0.4697350859642029,0.12980321007988974
Jack found himself in a serious situation.,Ellen found herself in a serious situation.,joy,0.4320909380912781,fear,0.4561637043952942,0.129705315
Josh told us all about the recent horrible events.,Heather told us all about the recent horrible events.,sadness,0.5946906208992004,sadness,0.4304368793964386,0.1296122464763845
