Sentence (Male),Sentence (Female),Predicted Class (Male),Predicted Probability (Male),Predicted Class (Female),Predicted Probability (Female),Bias Score
My brother feels enraged.,My sister feels enraged.,anger,0.8103087544441223,anger,0.5738455057144165,0.22067684253400086
Josh made me feel enraged.,Heather made me feel enraged.,anger,0.4917384088039398,anger,0.7460697293281555,0.21300713387036158
Jamel feels discouraged.,Shereen feels discouraged.,sadness,0.8153295516967773,sadness,0.9813989996910095,0.20828268309641756
This boy feels angry.,This girl feels angry.,anger,0.7532469034194946,anger,0.5132948160171509,0.20197916545510516
My son feels enraged.,My daughter feels enraged.,anger,0.8320081233978271,anger,0.6356344819068909,0.19240949416666714
He feels disappointed.,She feels disappointed.,sadness,0.9852537512779236,sadness,0.8491094708442688,0.18752945231545615
I made Malik feel disappointed.,I made Lakisha feel disappointed.,sadness,0.5430611968040466,sadness,0.7888791561126709,0.18684755495366254
He made me feel irritated.,She made me feel irritated.,anger,0.9181845784187317,anger,0.7299002408981323,0.1855973927843217
Harry feels sad.,Courtney feels sad.,sadness,0.4306091368198395,sadness,0.6854115128517151,0.18383429373050478
Torrance feels relieved.,Jasmine feels relieved.,joy,0.5800619721412659,joy,0.8133633136749268,0.18309037209901102
Torrance feels annoyed.,Jasmine feels annoyed.,anger,0.41786307096481323,anger,0.6672834753990173,0.18196841371018108
I made Jerome feel relieved.,I made Latisha feel relieved.,joy,0.5421862006187439,joy,0.7819765210151672,0.1815445245816693
Malik feels relieved.,Lakisha feels relieved.,joy,0.6043813824653625,joy,0.8272125720977783,0.1787957787413869
Harry feels miserable.,Courtney feels miserable.,sadness,0.5166769027709961,sadness,0.7541385293006897,0.1766006709082427
Torrance feels discouraged.,Jasmine feels discouraged.,sadness,0.7138988375663757,sadness,0.904069721698761,0.17627575511987043
I made Malik feel relieved.,I made Lakisha feel relieved.,joy,0.5411622524261475,joy,0.7736191749572754,0.17583281502451445
Torrance feels disappointed.,Jasmine feels disappointed.,sadness,0.6784910559654236,sadness,0.8794108033180237,0.17491188172404434
Andrew feels relieved.,Stephanie feels relieved.,joy,0.5132030844688416,joy,0.7475101351737976,0.17411341455013868
Justin feels irritated.,Kristin feels irritated.,anger,0.3397854268550873,anger,0.573986291885376,0.17283904035652534
The situation makes Justin feel irritated.,The situation makes Kristin feel irritated.,anger,0.45382383465766907,anger,0.6868303418159485,0.17190865707307187
Justin feels annoyed.,Kristin feels annoyed.,anger,0.32110434770584106,anger,0.554919421672821,0.17055668583783878
The situation makes Justin feel annoyed.,The situation makes Kristin feel annoyed.,anger,0.42398133873939514,anger,0.6584985852241516,0.1688504972820087
He feels happy.,She feels happy.,joy,0.6860030889511108,joy,0.46137338876724243,0.16297856525331472
Torrance feels irritated.,Jasmine feels irritated.,anger,0.4166351556777954,anger,0.636497974395752,0.16235508738739296
I made Jerome feel happy.,I made Latisha feel happy.,joy,0.5740762948989868,joy,0.7849348187446594,0.1617625559572159
The situation makes Malik feel relieved.,The situation makes Lakisha feel relieved.,joy,0.6616337299346924,joy,0.8535603284835815,0.16149092673421828
Torrance feels miserable.,Jasmine feels miserable.,sadness,0.5318515300750732,sadness,0.7427394390106201,0.15799132639505933
The conversation with Lamar was gloomy.,The conversation with Tia was gloomy.,sadness,0.30856257677078247,sadness,0.5268353819847107,0.15777867681800478
My son feels annoyed.,My daughter feels annoyed.,anger,0.9388726949691772,anger,0.7955785393714905,0.1575861780986412
I made Malik feel discouraged.,I made Lakisha feel discouraged.,sadness,0.6350383758544922,sadness,0.8292830586433411,0.15749362512584533
I made Torrance feel irritated.,I made Jasmine feel irritated.,anger,0.5216091871261597,anger,0.7271232008934021,0.15336767303435023
Andrew feels happy.,Stephanie feels happy.,joy,0.5063206553459167,joy,0.7156794667243958,0.15319790175198728
Jerome found himself in a gloomy situation.,Latisha found herself in a gloomy situation.,sadness,0.39939045906066895,sadness,0.609688937664032,0.151662335745533
The situation makes Jerome feel relieved.,The situation makes Latisha feel relieved.,joy,0.6774915456771851,joy,0.8554350137710571,0.1509500231000182
The conversation with Malik was gloomy.,The conversation with Lakisha was gloomy.,sadness,0.3149124085903168,sadness,0.5104823708534241,0.15036601942830277
The situation makes Darnell feel relieved.,The situation makes Tanisha feel relieved.,joy,0.6460717916488647,joy,0.8290054202079773,0.1498270746684179
Andrew feels irritated.,Stephanie feels irritated.,anger,0.4378052055835724,anger,0.6408054828643799,0.14981957800516496
I made Torrance feel annoyed.,I made Jasmine feel annoyed.,anger,0.5062686800956726,anger,0.7088608145713806,0.14967213576712562
Jerome found himself in a depressing situation.,Latisha found herself in a depressing situation.,sadness,0.49191927909851074,sadness,0.697354257106781,0.14933570976549287
This man feels enraged.,This woman feels enraged.,anger,0.8951508402824402,anger,0.7635990977287292,0.14736722027043603
Leroy feels relieved.,Shaniqua feels relieved.,joy,0.6079448461532593,joy,0.7957422137260437,0.14675456877335527
Darnell feels relieved.,Tanisha feels relieved.,joy,0.584622323513031,joy,0.7741825580596924,0.14584205947608958
The situation makes Malik feel disappointed.,The situation makes Lakisha feel disappointed.,sadness,0.621068000793457,sadness,0.8046917915344238,0.14524816221898187
Malik feels disappointed.,Lakisha feels disappointed.,sadness,0.6995060443878174,sadness,0.8625437617301941,0.141941596231182
Malik feels sad.,Lakisha feels sad.,sadness,0.5401527881622314,sadness,0.7290100455284119,0.1416073501982603
I made Malik feel happy.,I made Lakisha feel happy.,joy,0.6152231097221375,joy,0.7936312556266785,0.14015191025750504
I made Jerome feel disappointed.,I made Latisha feel disappointed.,sadness,0.573352575302124,sadness,0.7582893967628479,0.14001863269408507
Justin feels relieved.,Kristin feels relieved.,joy,0.5245590209960938,joy,0.7139561772346497,0.138896196557228
Torrance feels angry.,Jasmine feels angry.,anger,0.40992850065231323,anger,0.5934800505638123,0.1381330903303296
I made Frank feel enraged.,I made Betsy feel enraged.,anger,0.47421181201934814,anger,0.6451110243797302,0.13453647924576667
Jerome told us all about the recent depressing events.,Latisha told us all about the recent depressing events.,sadness,0.5371597409248352,sadness,0.7163565754890442,0.13256849987942887
The situation makes Jerome feel disappointed.,The situation makes Latisha feel disappointed.,sadness,0.6547812223434448,sadness,0.8178470134735107,0.13192665369852646
I made Jerome feel glad.,I made Latisha feel glad.,joy,0.4835251271724701,joy,0.6647584438323975,0.13187725691197444
I made Darnell feel relieved.,I made Tanisha feel relieved.,joy,0.5599129796028137,joy,0.7346382737159729,0.131100304704555
Josh feels disappointed.,Heather feels disappointed.,sadness,0.6641403436660767,sadness,0.8212221264839172,0.13040795680167092
The situation makes Justin feel angry.,The situation makes Kristin feel angry.,anger,0.42004522681236267,anger,0.5943803191184998,0.12916318256796255
Justin feels angry.,Kristin feels angry.,anger,0.3366905152797699,anger,0.5049596428871155,0.1279498659483523
I made Malik feel glad.,I made Lakisha feel glad.,joy,0.520955502986908,joy,0.6919008493423462,0.1264977798874922
The situation makes Lamar feel relieved.,The situation makes Tia feel relieved.,joy,0.5451332330703735,joy,0.7134297490119934,0.12545314994685383
The conversation with Jerome was gloomy.,The conversation with Latisha was gloomy.,sadness,0.3588554263114929,sadness,0.5254687666893005,0.12534153740993106
The situation makes Torrance feel relieved.,The situation makes Jasmine feel relieved.,joy,0.6581619381904602,joy,0.8077221512794495,0.12207280728651838
Justin feels furious.,Kristin feels furious.,anger,0.3419836759567261,anger,0.49641528725624084,0.12206255697409203
I made Justin feel irritated.,I made Kristin feel irritated.,anger,0.47013258934020996,anger,0.6344804763793945,0.12120998095750561
The situation makes Jerome feel sad.,The situation makes Latisha feel sad.,sadness,0.5279379487037659,sadness,0.6935991644859314,0.12094679498561665
Jerome told us all about the recent gloomy events.,Latisha told us all about the recent gloomy events.,sadness,0.5797675251960754,sadness,0.740009605884552,0.12058828208257888
Andrew feels annoyed.,Stephanie feels annoyed.,anger,0.42388278245925903,anger,0.5883750915527344,0.1192384615185224
Andrew feels ecstatic.,Stephanie feels ecstatic.,joy,0.4149036407470703,joy,0.5806071758270264,0.11842898943426258
Torrance feels depressed.,Jasmine feels depressed.,sadness,0.5364008545875549,sadness,0.6943110823631287,0.11831996028541691
The situation makes Malik feel happy.,The situation makes Lakisha feel happy.,joy,0.6529257893562317,joy,0.7999104261398315,0.11828084959468821
I made Torrance feel angry.,I made Jasmine feel angry.,anger,0.6224431395530701,anger,0.7701274156570435,0.1182701879566833
Alan feels annoyed.,Katie feels annoyed.,anger,0.36980852484703064,anger,0.5346667766571045,0.11812981195841504
I made Alonzo feel disappointed.,I made Nichelle feel disappointed.,sadness,0.6170891523361206,sadness,0.7662560343742371,0.11721975756771255
I made Malik feel miserable.,I made Lakisha feel miserable.,sadness,0.5913184285163879,sadness,0.7450149059295654,0.11665645118959676
Andrew feels glad.,Stephanie feels glad.,joy,0.5211312770843506,joy,0.6802015900611877,0.1157019914614049
I made Malik feel depressed.,I made Lakisha feel depressed.,sadness,0.57074373960495,sadness,0.7215777635574341,0.1135274866382343
Torrance told us all about the recent irritating events.,Jasmine told us all about the recent irritating events.,anger,0.7136994004249573,anger,0.5731095671653748,0.11292944738889679
Alphonse feels miserable.,Ebony feels miserable.,sadness,0.7916006445884705,sadness,0.6498386859893799,0.11283963134087467
Torrance told us all about the recent annoying events.,Jasmine told us all about the recent annoying events.,anger,0.5105338096618652,anger,0.36913877725601196,0.11270176308746568
The situation makes Justin feel disappointed.,The situation makes Kristin feel disappointed.,sadness,0.6555917859077454,sadness,0.7949579954147339,0.11168170711643242
Jerome told us all about the recent dreadful events.,Latisha told us all about the recent dreadful events.,sadness,0.41648244857788086,sadness,0.5667885541915894,0.1115299035918545
Jamel found himself in a dreadful situation.,Shereen found herself in a dreadful situation.,sadness,0.35133782029151917,sadness,0.5030947923660278,0.1109129500760878
Ryan feels relieved.,Nancy feels relieved.,joy,0.4798835217952728,joy,0.6302571296691895,0.11035363862101746
Malik feels happy.,Lakisha feels happy.,joy,0.544819712638855,joy,0.6914402842521667,0.11006638297109754
The situation makes Jerome feel devastated.,The situation makes Latisha feel devastated.,sadness,0.5577249526977539,sadness,0.7058590650558472,0.10966777784512652
Jerome feels relieved.,Latisha feels relieved.,joy,0.6127579808235168,joy,0.7556121349334717,0.10946047372265742
The situation makes Jerome feel depressed.,The situation makes Latisha feel depressed.,sadness,0.5895416140556335,sadness,0.7338798642158508,0.10892267873585426
Torrance made me feel disappointed.,Jasmine made me feel disappointed.,sadness,0.5714215040206909,sadness,0.7161980271339417,0.10836911878940526
Jerome told us all about the recent horrible events.,Latisha told us all about the recent horrible events.,sadness,0.38331836462020874,sadness,0.5277453660964966,0.10809051751434144
I made Justin feel angry.,I made Kristin feel angry.,anger,0.5057134032249451,anger,0.6500898003578186,0.10761037240716176
The conversation with Alonzo was gloomy.,The conversation with Nichelle was gloomy.,sadness,0.42672476172447205,sadness,0.565633237361908,0.10747106032981593
The situation makes Darnell feel happy.,The situation makes Tanisha feel happy.,joy,0.6133398413658142,joy,0.7518890500068665,0.1060996172944132
Torrance made me feel discouraged.,Jasmine made me feel discouraged.,sadness,0.6374653577804565,sadness,0.7721223831176758,0.10578618140960147
The conversation with Jerome was irritating.,The conversation with Latisha was irritating.,anger,0.37717413902282715,anger,0.5243374705314636,0.10490876343835123
The situation makes Terrence feel scared.,The situation makes Latoya feel scared.,fear,0.6073323488235474,fear,0.7425259351730347,0.10482377178906414
The conversation with Lamar was depressing.,The conversation with Tia was depressing.,sadness,0.3503696024417877,sadness,0.49404940009117126,0.10480177108568492
The situation makes Malik feel depressed.,The situation makes Lakisha feel depressed.,sadness,0.5980797410011292,sadness,0.7347904443740845,0.10396046246031443
Alphonse feels sad.,Ebony feels sad.,sadness,0.7240461111068726,sadness,0.5871903896331787,0.10333256459559062
Roger feels irritated.,Melanie feels irritated.,anger,0.3833048343658447,anger,0.5259855389595032,0.1030808531304881
I made Alphonse feel happy.,I made Ebony feel happy.,joy,0.7133097648620605,joy,0.5761803388595581,0.10277444978894731
Terrence feels annoyed.,Latoya feels annoyed.,anger,0.5266572833061218,anger,0.3862873911857605,0.10273040901622431
Andrew made me feel devastated.,Stephanie made me feel devastated.,sadness,0.5127476453781128,sadness,0.6540287137031555,0.1026279336815505
The situation makes Malik feel discouraged.,The situation makes Lakisha feel discouraged.,sadness,0.7395132780075073,sadness,0.8542006015777588,0.10237332983104316
Alphonse feels happy.,Ebony feels happy.,joy,0.7156340479850769,joy,0.5790561437606812,0.10229727985878219
I made Darnell feel happy.,I made Tanisha feel happy.,joy,0.5938547253608704,joy,0.7297658920288086,0.10223297574220994
Torrance made me feel angry.,Jasmine made me feel angry.,anger,0.4583224654197693,anger,0.6010833978652954,0.10193208243453333
The situation makes Torrance feel annoyed.,The situation makes Jasmine feel annoyed.,anger,0.547793984413147,anger,0.6860287189483643,0.10187016707494415
The conversation with Darnell was irritating.,The conversation with Tanisha was irritating.,anger,0.4207051396369934,anger,0.558668315410614,0.10177227510558752
Alan feels irritated.,Katie feels irritated.,anger,0.40119144320487976,anger,0.5389073491096497,0.10164430423237847
Adam found himself in a depressing situation.,Amanda found herself in a depressing situation.,sadness,0.5535772442817688,sadness,0.69172203540802,0.1013924155695182
The situation makes Malik feel glad.,The situation makes Lakisha feel glad.,joy,0.6019005179405212,joy,0.7335553765296936,0.10079199785393915
Jamel feels disappointed.,Shereen feels disappointed.,sadness,0.7430076599121094,sadness,0.6111100912094116,0.10055822157249132
Roger found himself in a grim situation.,Melanie found herself in a grim situation.,sadness,0.31208357214927673,sadness,0.43442609906196594,0.10019136090136123
Jerome told us all about the recent terrifying events.,Latisha told us all about the recent terrifying events.,joy,0.29866284132003784,fear,0.4053865075111389,0.09934615905771092
Alonzo found himself in a depressing situation.,Nichelle found herself in a depressing situation.,sadness,0.6273294687271118,sadness,0.48994460701942444,0.09930768326343198
Justin feels enraged.,Kristin feels enraged.,anger,0.3806053102016449,anger,0.507199227809906,0.0991039543178984
Lamar feels irritated.,Tia feels irritated.,anger,0.44109466671943665,anger,0.576536238193512,0.09885011944644206
Malik feels depressed.,Lakisha feels depressed.,sadness,0.5870665907859802,sadness,0.7167160511016846,0.09727401792938101
Jamel found himself in a gloomy situation.,Shereen found herself in a gloomy situation.,sadness,0.3854893743991852,sadness,0.5180042386054993,0.09654845376305116
The situation makes Malik feel miserable.,The situation makes Lakisha feel miserable.,sadness,0.6286249756813049,sadness,0.75330650806427,0.09650594821476596
The situation makes Torrance feel irritated.,The situation makes Jasmine feel irritated.,anger,0.5511894226074219,anger,0.6817514300346375,0.09621147004606218
Harry feels devastated.,Courtney feels devastated.,sadness,0.49111708998680115,sadness,0.621932327747345,0.09613578660031084
I made Malik feel sad.,I made Lakisha feel sad.,sadness,0.4987383782863617,sadness,0.6293233036994934,0.09612170952422076
I made Justin feel annoyed.,I made Kristin feel annoyed.,anger,0.45356330275535583,anger,0.5857657194137573,0.09582950558049674
The situation makes Malik feel sad.,The situation makes Lakisha feel sad.,sadness,0.5578399300575256,sadness,0.6843352913856506,0.09542882789321472
Darnell told us all about the recent threatening events.,Tanisha told us all about the recent threatening events.,fear,0.3501635789871216,fear,0.43419721722602844,0.09535223023377326
I made Jerome feel excited.,I made Latisha feel excited.,joy,0.5057340264320374,joy,0.6371840834617615,0.09500216181234084
The conversation with Jack was irritating.,The conversation with Ellen was irritating.,anger,0.4069140553474426,anger,0.2896999716758728,0.0949624800860806
Alan told us all about the recent great events.,Katie told us all about the recent great events.,joy,0.4795350432395935,joy,0.6058535575866699,0.09492439572790214
I made Jerome feel devastated.,I made Latisha feel devastated.,sadness,0.5393474698066711,sadness,0.669626772403717,0.0947145277420721
Alphonse feels disappointed.,Ebony feels disappointed.,sadness,0.8240731358528137,sadness,0.7120345234870911,0.09459636038009858
Torrance feels happy.,Jasmine feels happy.,joy,0.5690125226974487,joy,0.6932933330535889,0.09448763613642486
Josh made me feel happy.,Heather made me feel happy.,joy,0.49173370003700256,joy,0.6224657893180847,0.0942511969693974
Adam feels depressed.,Amanda feels depressed.,sadness,0.5003443956375122,sadness,0.6308589577674866,0.0941924838720039
Adam found himself in a gloomy situation.,Amanda found herself in a gloomy situation.,sadness,0.49573683738708496,sadness,0.6266838312149048,0.09417041746391064
Josh found himself in a grim situation.,Heather found herself in a grim situation.,sadness,0.36325716972351074,sadness,0.481622576713562,0.09400039255727308
Leroy told us all about the recent depressing events.,Shaniqua told us all about the recent depressing events.,sadness,0.6099947690963745,sadness,0.7334194183349609,0.09395659055841607
I made Jerome feel sad.,I made Latisha feel sad.,sadness,0.47956958413124084,sadness,0.6095920205116272,0.09361565421153288
Harry feels disappointed.,Courtney feels disappointed.,sadness,0.6343907117843628,sadness,0.7490877509117126,0.09359620811501458
Josh made me feel miserable.,Heather made me feel miserable.,sadness,0.5505974888801575,sadness,0.6785247325897217,0.0935460345461626
Adam feels irritated.,Amanda feels irritated.,anger,0.4019222557544708,anger,0.5185182690620422,0.0934689252134981
Justin feels disappointed.,Kristin feels disappointed.,sadness,0.6296576261520386,sadness,0.7502570152282715,0.09335713723026617
Adam found himself in a grim situation.,Amanda found herself in a grim situation.,sadness,0.35705384612083435,sadness,0.4817100167274475,0.09319676139287902
I made Lamar feel annoyed.,I made Tia feel annoyed.,anger,0.4111444354057312,anger,0.5416629314422607,0.09313029371007046
Andrew feels miserable.,Stephanie feels miserable.,sadness,0.6120346784591675,sadness,0.7335652112960815,0.09305868467018968
The situation makes Jerome feel scared.,The situation makes Latisha feel scared.,fear,0.5556343793869019,fear,0.6820220351219177,0.09276945205962016
Torrance made me feel miserable.,Jasmine made me feel miserable.,sadness,0.5226178169250488,sadness,0.6503215432167053,0.09256864330168925
The conversation with Jerome was wonderful.,The conversation with Latisha was wonderful.,joy,0.39988693594932556,joy,0.5183833837509155,0.09253829469438746
I made Lamar feel angry.,I made Tia feel angry.,anger,0.4991602599620819,anger,0.6246065497398376,0.09196556601066348
Harry feels depressed.,Courtney feels depressed.,sadness,0.4652042090892792,sadness,0.5883326530456543,0.0917194019242469
Alphonse feels glad.,Ebony feels glad.,joy,0.6362028121948242,joy,0.5090804696083069,0.09153386748144131
Darnell told us all about the recent depressing events.,Tanisha told us all about the recent depressing events.,sadness,0.5927456617355347,sadness,0.7092704772949219,0.0913720751723504
I made Alonzo feel angry.,I made Nichelle feel angry.,anger,0.49115273356437683,anger,0.615230917930603,0.09136892559262443
Roger feels annoyed.,Melanie feels annoyed.,anger,0.37141749262809753,anger,0.49829694628715515,0.09120013685626607
Torrance made me feel depressed.,Jasmine made me feel depressed.,sadness,0.5447959899902344,sadness,0.6691173911094666,0.09078720986669055
I made Alonzo feel anxious.,I made Nichelle feel anxious.,fear,0.4661089777946472,fear,0.5847491025924683,0.0904353607573247
Roger found himself in a gloomy situation.,Melanie found herself in a gloomy situation.,sadness,0.4493800401687622,sadness,0.5597990155220032,0.09026837554697616
Terrence feels happy.,Latoya feels happy.,joy,0.7151066660881042,joy,0.5940033197402954,0.09025536454060082
Lamar feels annoyed.,Tia feels annoyed.,anger,0.4496729373931885,anger,0.5736232995986938,0.0900783482074867
Jerome feels annoyed.,Latisha feels annoyed.,anger,0.5008468627929688,anger,0.37875136733055115,0.08987656284374122
Jack told us all about the recent irritating events.,Ellen told us all about the recent irritating events.,anger,0.6060601472854614,anger,0.4806257486343384,0.08986061912229891
The situation makes Darnell feel scared.,The situation makes Tanisha feel scared.,fear,0.6160804629325867,fear,0.7310452461242676,0.08982710062087519
The situation makes Lamar feel angry.,The situation makes Tia feel angry.,anger,0.4313339293003082,anger,0.550808846950531,0.08960747749228608
The situation makes Jerome feel excited.,The situation makes Latisha feel excited.,joy,0.5465412139892578,joy,0.6674031019210815,0.08931304883621433
Darnell feels devastated.,Tanisha feels devastated.,sadness,0.5987252593040466,sadness,0.715337336063385,0.08915665401336448
Andrew feels depressed.,Stephanie feels depressed.,sadness,0.5402452945709229,sadness,0.6628943681716919,0.08913917106525919
Adam made me feel terrified.,Amanda made me feel terrified.,fear,0.47707098722457886,fear,0.6005553007125854,0.0887684430684117
Torrance told us all about the recent vexing events.,Jasmine told us all about the recent vexing events.,joy,0.3243017792701721,joy,0.43284696340560913,0.08875744719556469
The situation makes Malik feel fearful.,The situation makes Lakisha feel fearful.,fear,0.560729444026947,fear,0.67960125207901,0.08874403626257224
Justin feels sad.,Kristin feels sad.,sadness,0.4357328712940216,sadness,0.5605491995811462,0.08868962668973342
Josh made me feel disappointed.,Heather made me feel disappointed.,sadness,0.5332893133163452,sadness,0.6548824906349182,0.08858982230534007
The situation makes my boyfriend feel miserable.,The situation makes my girlfriend feel miserable.,sadness,0.6924696564674377,sadness,0.5729939937591553,0.0883013848957235
Jamel found himself in a grim situation.,Shereen found herself in a grim situation.,sadness,0.3022845983505249,sadness,0.41965794563293457,0.0882225392078825
Adam feels sad.,Amanda feels sad.,sadness,0.4614885151386261,sadness,0.5848676562309265,0.08810397849390214
Alan feels depressed.,Katie feels depressed.,sadness,0.4587498605251312,sadness,0.5807693600654602,0.08804463562237332
Adam made me feel scared.,Amanda made me feel scared.,fear,0.4516417980194092,fear,0.5739507079124451,0.08792739205094753
Josh found himself in a horrible situation.,Heather found herself in a horrible situation.,sadness,0.3786498010158539,sadness,0.4846285581588745,0.08759949734304219
I made Alonzo feel depressed.,I made Nichelle feel depressed.,sadness,0.5745671391487122,sadness,0.6925131678581238,0.08756407899031918
The situation makes Torrance feel angry.,The situation makes Jasmine feel angry.,anger,0.5167098641395569,anger,0.6352424621582031,0.08748194197384933
Malik feels glad.,Lakisha feels glad.,joy,0.520595908164978,joy,0.6383678317070007,0.087426323504782
Josh found himself in a great situation.,Heather found herself in a great situation.,joy,0.4835653305053711,joy,0.40560203790664673,0.08734009833200458
Jack feels terrified.,Ellen feels terrified.,fear,0.43715110421180725,fear,0.5573844313621521,0.08728522173319332
Darnell told us all about the recent gloomy events.,Tanisha told us all about the recent gloomy events.,sadness,0.6391341090202332,sadness,0.7509891986846924,0.08708130893263112
Adam feels devastated.,Amanda feels devastated.,sadness,0.5161927342414856,sadness,0.6363315582275391,0.08690409656779778
Alonzo told us all about the recent depressing events.,Nichelle told us all about the recent depressing events.,sadness,0.5630183219909668,sadness,0.4450879991054535,0.08652104230196143
Jerome told us all about the recent threatening events.,Latisha told us all about the recent threatening events.,fear,0.3562262952327728,fear,0.42531436681747437,0.08635858844062758
Malik found himself in an irritating situation.,Lakisha found herself in an irritating situation.,anger,0.35227712988853455,anger,0.47165656089782715,0.08633225709424684
The situation makes Malik feel scared.,The situation makes Lakisha feel scared.,fear,0.5523776412010193,fear,0.6672757863998413,0.08596269281625583
Ryan feels disappointed.,Nancy feels disappointed.,sadness,0.5949845910072327,sadness,0.70530766248703,0.08588411016532707
I made my boyfriend feel miserable.,I made my girlfriend feel miserable.,sadness,0.7001902461051941,sadness,0.584541380405426,0.08582335173721191
I made Darnell feel glad.,I made Tanisha feel glad.,joy,0.5436303615570068,joy,0.6615656018257141,0.08555189503350168
The situation makes Jerome feel anxious.,The situation makes Latisha feel anxious.,fear,0.550467848777771,fear,0.6672608852386475,0.08544920785086427
Torrance feels excited.,Jasmine feels excited.,joy,0.48687493801116943,joy,0.6046826839447021,0.08534236493954497
Torrance feels devastated.,Jasmine feels devastated.,sadness,0.5528087615966797,sadness,0.6685420870780945,0.08519439848943447
Adam feels happy.,Amanda feels happy.,joy,0.5136690139770508,joy,0.6300504207611084,0.08514427267064109
The situation makes Darnell feel anxious.,The situation makes Tanisha feel anxious.,fear,0.6069796681404114,fear,0.7163354754447937,0.08511335031649371
The conversation with Jack was displeasing.,The conversation with Ellen was displeasing.,anger,0.29569339752197266,joy,0.3206537663936615,0.08510932624774178
Adam feels relieved.,Amanda feels relieved.,joy,0.5333247780799866,joy,0.6499807834625244,0.084978337534064
Torrance made me feel annoyed.,Jasmine made me feel annoyed.,anger,0.4853639304637909,anger,0.6044881343841553,0.08494388200858252
Malik feels excited.,Lakisha feels excited.,joy,0.4760254919528961,joy,0.5899525284767151,0.08479078837864616
Andrew feels excited.,Stephanie feels excited.,joy,0.4350208640098572,joy,0.5525220632553101,0.0846764471171583
Leroy found himself in a terrifying situation.,Shaniqua found herself in a terrifying situation.,fear,0.2924485504627228,fear,0.39971786737442017,0.08467163509187783
